IslandCode,IslandName,SiteCode,SiteName,ScientificName,CommonName,SurveyYear,ReserveStatus,Reference,Mean_Biomass,Mean_Density,Date,SiteNumber,ReserveYear
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,1991,Outside,TRUE,5.659423868961484e-4,0.0014,1991-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,1992,Outside,TRUE,0.0675925782390405,0.0153,1992-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,1993,Outside,TRUE,0.04511658058802204,0.0125,1993-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,1994,Outside,TRUE,0.18046632235208815,0.025,1994-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,1995,Outside,TRUE,5.659423868961484e-4,0.0014,1995-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,1996,Outside,TRUE,0.20364743301651708,0.001,1996-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,1997,Outside,TRUE,5.659423868961484e-4,0.0014,1997-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,1998,Outside,TRUE,1.4800644109938852,0.0083,1998-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,1999,Outside,TRUE,0.08052840422523819,0.0167,1999-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2000,Outside,TRUE,2.9957097390214424,0.0236,2000-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2001,Outside,TRUE,0.37629682552394367,0.0361,2001-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2002,Outside,TRUE,0.34767631052948134,0.0347,2002-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2003,Outside,TRUE,1.7331973877518134,0.0125,2003-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2004,Outside,TRUE,0.6107783824832211,0.0083,2004-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2005,Outside,TRUE,0.5952897190858069,0.0042,2005-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2006,Outside,TRUE,6.70595950945067,0.0583,2006-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2007,Outside,TRUE,7.557949341508787,0.0556,2007-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2008,Outside,TRUE,0.35043465596048584,0.0028,2008-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2009,Outside,TRUE,0.6432801465422017,0.0472,2009-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2010,Outside,TRUE,3.509654815790616,0.0347,2010-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2011,Outside,TRUE,0.11625581363624067,0.0014,2011-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2012,Outside,TRUE,3.2389917042537943,0.0319,2012-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2013,Outside,TRUE,2.079063005086168,0.0194,2013-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2014,Outside,TRUE,0.4128446728418616,0.0042,2014-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2015,Outside,TRUE,1.1235601552149392,0.0083,2015-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2016,Outside,TRUE,2.489073646606577,0.0319,2016-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2017,Outside,TRUE,10.318176812079356,0.1083,2017-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2018,Outside,TRUE,9.38416907052804,0.1028,2018-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Kelletia kelletii,Kellet's whelk,2019,Outside,TRUE,12.460563033774095,0.1417,2019-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lithopoma gibberosa,red turban snail,2003,Outside,TRUE,0,0,2003-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lithopoma gibberosa,red turban snail,2004,Outside,TRUE,0,0,2004-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lithopoma gibberosa,red turban snail,2005,Outside,TRUE,0,0,2005-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lithopoma gibberosa,red turban snail,2006,Outside,TRUE,0,0,2006-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lithopoma gibberosa,red turban snail,2007,Outside,TRUE,0,0,2007-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lithopoma gibberosa,red turban snail,2008,Outside,TRUE,0,0,2008-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lithopoma gibberosa,red turban snail,2009,Outside,TRUE,0,0,2009-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lithopoma gibberosa,red turban snail,2010,Outside,TRUE,0,0,2010-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lithopoma gibberosa,red turban snail,2011,Outside,TRUE,0,0,2011-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lithopoma gibberosa,red turban snail,2012,Outside,TRUE,0,0,2012-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lithopoma gibberosa,red turban snail,2013,Outside,TRUE,0,0,2013-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lithopoma gibberosa,red turban snail,2014,Outside,TRUE,0,0,2014-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lithopoma gibberosa,red turban snail,2015,Outside,TRUE,0.006843028421683021,5e-4,2015-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lithopoma gibberosa,red turban snail,2016,Outside,TRUE,0,0,2016-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lithopoma gibberosa,red turban snail,2017,Outside,TRUE,0,0,2017-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lithopoma gibberosa,red turban snail,2018,Outside,TRUE,0,0,2018-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lithopoma gibberosa,red turban snail,2019,Outside,TRUE,0,0,2019-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,1983,Outside,TRUE,0,0,1983-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,1984,Outside,TRUE,0,0,1984-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,1985,Outside,TRUE,0.033860260268247476,0.4097,1985-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,1986,Outside,TRUE,NA,NA,1986-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,1987,Outside,TRUE,NA,NA,1987-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,1988,Outside,TRUE,NA,NA,1988-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,1989,Outside,TRUE,NA,NA,1989-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,1990,Outside,TRUE,NA,NA,1990-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,1991,Outside,TRUE,43.57652430637459,4.8792,1991-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,1992,Outside,TRUE,20.69343040961655,1.6056,1992-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,1993,Outside,TRUE,8.062442200405343,0.7208,1993-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,1994,Outside,TRUE,1.280475919808704,0.0972,1994-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,1995,Outside,TRUE,1.123353228374847,0.0861,1995-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,1996,Outside,TRUE,1.4098144904144487,0.3222,1996-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,1997,Outside,TRUE,6.608692029178769e-5,0.0181,1997-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,1998,Outside,TRUE,1.5815190473050743e-6,0.0028,1998-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,1999,Outside,TRUE,1.5881433519150059,1.4375,1999-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2000,Outside,TRUE,2.7349250996380756,1.1375,2000-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2001,Outside,TRUE,0.4147525409067998,0.1222,2001-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2002,Outside,TRUE,0.004742731422434212,0.0014,2002-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2003,Outside,TRUE,9.604097173749309e-6,0.0069,2003-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2004,Outside,TRUE,1.5815190473050743e-6,0.0028,2004-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2005,Outside,TRUE,0.022923851133276656,0.001,2005-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2006,Outside,TRUE,0,0,2006-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2007,Outside,TRUE,0,0,2007-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2008,Outside,TRUE,0.03295020306781233,0.0194,2008-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2009,Outside,TRUE,3.747252037582116e-4,0.0431,2009-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2010,Outside,TRUE,1.5815190473050743e-6,0.0028,2010-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2011,Outside,TRUE,3.558417856436417e-6,0.0042,2011-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2012,Outside,TRUE,0,0,2012-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2013,Outside,TRUE,0,0,2013-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2014,Outside,TRUE,3.953797618262686e-7,0.0014,2014-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2015,Outside,TRUE,0,0,2015-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2016,Outside,TRUE,0.025766963157116775,0.0097,2016-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2017,Outside,TRUE,0.12428220853233468,0.1125,2017-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2018,Outside,TRUE,0.04395617802438405,0.025,2018-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Lytechinus anamesus,white sea urchin,2019,Outside,TRUE,0.002056680622629018,0.0014,2019-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,1982,Outside,TRUE,0.14406076551880173,0.1,1982-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,1983,Outside,TRUE,0.03601519137970043,0.05,1983-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,1984,Outside,TRUE,0.03601519137970043,0.05,1984-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,1985,Outside,TRUE,18.793803066836592,0.075,1985-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,1986,Outside,TRUE,8.197297975768464,0.05,1986-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,1987,Outside,TRUE,22.816703819411355,0.075,1987-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,1988,Outside,TRUE,11.74611836163823,0.05,1988-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,1989,Outside,TRUE,3.208127531614175,0.015,1989-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,1990,Outside,TRUE,4.905013798491758,0.018,1990-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,1991,Outside,TRUE,0.009003797844925108,0.025,1991-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,1992,Outside,TRUE,0,0,1992-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,1993,Outside,TRUE,0,0,1993-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,1994,Outside,TRUE,0,0,1994-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,1995,Outside,TRUE,0,0,1995-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,1996,Outside,TRUE,0,0,1996-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,1997,Outside,TRUE,0.23603821845756157,0.003,1997-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,1998,Outside,TRUE,0,0,1998-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,1999,Outside,TRUE,0.02505058245529891,0.0417,1999-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,2000,Outside,TRUE,5.534856602385029,0.0417,2000-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,2001,Outside,TRUE,25.68511704136804,0.2083,2001-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,2002,Outside,TRUE,20.515363302386643,0.1667,2002-01-01,11,Outside
AN,Anacapa,AR,Admiral's Reef,Megastraea undosa,wavy turban snail,2003,Outside,TRUE,9.825894101017573,0.0833,2003-01-01,11,Outside
