IslandCode,IslandName,SiteCode,SiteName,ScientificName,SurveyYear,Mean_Density,ReserveStatus,Reference,Old_New_Comp,ReserveYear
SM,San Miguel Island,WL,Wyckoff Ledge,Patiria miniata,1984,0.7,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pisaster giganteus,1984,0.125,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pterygophora californica,1984,0.275,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus franciscanus,1984,0.3,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus purpuratus,1984,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Styela montereyensis,1984,0.45,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Alloclinus holderi,1985,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Coryphopterus nicholsi,1985,0.025,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Cypraea spadicea,1985,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Eisenia arborea,1985,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Laminaria farlowii,1985,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Lythrypnus dalli,1985,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Macrocystis pyrifera,1985,0.2833,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Megastraea undosa,1985,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Parastichopus parvimensis,1985,0.225,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Patiria miniata,1985,0.775,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pisaster giganteus,1985,0.1,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pterygophora californica,1985,0.05,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus franciscanus,1985,1.45,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus purpuratus,1985,0.6,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Styela montereyensis,1985,0.35,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Alloclinus holderi,1986,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Coryphopterus nicholsi,1986,0.075,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Cypraea spadicea,1986,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Eisenia arborea,1986,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Laminaria farlowii,1986,0.075,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Lythrypnus dalli,1986,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Macrocystis pyrifera,1986,2.8833,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Megastraea undosa,1986,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Parastichopus parvimensis,1986,0.225,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Patiria miniata,1986,1.275,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pisaster giganteus,1986,0.175,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pterygophora californica,1986,0.75,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus franciscanus,1986,3.05,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus purpuratus,1986,1.85,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Styela montereyensis,1986,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Alloclinus holderi,1987,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Coryphopterus nicholsi,1987,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Cypraea spadicea,1987,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Eisenia arborea,1987,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Laminaria farlowii,1987,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Lythrypnus dalli,1987,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Macrocystis pyrifera,1987,0.3,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Megastraea undosa,1987,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Parastichopus parvimensis,1987,0.225,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Patiria miniata,1987,0.925,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pisaster giganteus,1987,0.225,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pterygophora californica,1987,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus franciscanus,1987,1.75,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus purpuratus,1987,0.35,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Styela montereyensis,1987,0.2,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Alloclinus holderi,1988,0.15,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Coryphopterus nicholsi,1988,0.05,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Cypraea spadicea,1988,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Eisenia arborea,1988,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Laminaria farlowii,1988,0.075,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Lythrypnus dalli,1988,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Macrocystis pyrifera,1988,0.8833,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Megastraea undosa,1988,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Parastichopus parvimensis,1988,0.2,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Patiria miniata,1988,1.075,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pisaster giganteus,1988,0.275,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pterygophora californica,1988,0.05,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus franciscanus,1988,1.825,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus purpuratus,1988,0.325,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Styela montereyensis,1988,0.05,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Alloclinus holderi,1989,0.125,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Coryphopterus nicholsi,1989,0.1,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Cypraea spadicea,1989,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Eisenia arborea,1989,0.025,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Laminaria farlowii,1989,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Lythrypnus dalli,1989,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Macrocystis pyrifera,1989,0.8333,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Megastraea undosa,1989,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Parastichopus parvimensis,1989,0.225,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Patiria miniata,1989,1.1,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pisaster giganteus,1989,0.5,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pterygophora californica,1989,0.025,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus franciscanus,1989,2.625,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus purpuratus,1989,0.45,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Styela montereyensis,1989,0.75,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Alloclinus holderi,1990,0.075,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Coryphopterus nicholsi,1990,0.125,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Cypraea spadicea,1990,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Eisenia arborea,1990,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Laminaria farlowii,1990,0.15,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Lythrypnus dalli,1990,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Macrocystis pyrifera,1990,0.6833,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Megastraea undosa,1990,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Parastichopus parvimensis,1990,0.175,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Patiria miniata,1990,1.15,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pisaster giganteus,1990,0.375,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pterygophora californica,1990,0.05,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus franciscanus,1990,2.5,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus purpuratus,1990,0.5,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Styela montereyensis,1990,0.075,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Alloclinus holderi,1991,0.45,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Coryphopterus nicholsi,1991,0.025,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Cypraea spadicea,1991,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Eisenia arborea,1991,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Laminaria farlowii,1991,0.075,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Lythrypnus dalli,1991,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Macrocystis pyrifera,1991,0.55,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Megastraea undosa,1991,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Parastichopus parvimensis,1991,0.175,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Patiria miniata,1991,1.35,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pisaster giganteus,1991,0.125,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pterygophora californica,1991,0.075,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus franciscanus,1991,0.6,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus purpuratus,1991,0.1,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Styela montereyensis,1991,0.075,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Alloclinus holderi,1992,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Coryphopterus nicholsi,1992,0.225,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Cypraea spadicea,1992,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Eisenia arborea,1992,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Laminaria farlowii,1992,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Lythrypnus dalli,1992,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Macrocystis pyrifera,1992,0.65,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Megastraea undosa,1992,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Parastichopus parvimensis,1992,0.175,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Patiria miniata,1992,2.275,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pisaster giganteus,1992,0.175,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pterygophora californica,1992,0.075,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus franciscanus,1992,0.575,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus purpuratus,1992,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Styela montereyensis,1992,0.075,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Alloclinus holderi,1993,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Coryphopterus nicholsi,1993,0.025,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Cypraea spadicea,1993,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Eisenia arborea,1993,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Laminaria farlowii,1993,0.15,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Lythrypnus dalli,1993,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Macrocystis pyrifera,1993,2.0833,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Megastraea undosa,1993,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Parastichopus parvimensis,1993,0.175,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Patiria miniata,1993,1.475,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pisaster giganteus,1993,0.15,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pterygophora californica,1993,0.375,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus franciscanus,1993,0.55,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus purpuratus,1993,0.025,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Styela montereyensis,1993,0.1,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Alloclinus holderi,1994,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Coryphopterus nicholsi,1994,0.075,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Cypraea spadicea,1994,0.025,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Eisenia arborea,1994,0.025,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Laminaria farlowii,1994,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Lythrypnus dalli,1994,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Macrocystis pyrifera,1994,0.55,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Megastraea undosa,1994,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Parastichopus parvimensis,1994,0.325,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Patiria miniata,1994,2.05,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pisaster giganteus,1994,0.25,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pterygophora californica,1994,0.05,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus franciscanus,1994,0.45,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus purpuratus,1994,0.375,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Styela montereyensis,1994,0.3,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Alloclinus holderi,1995,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Coryphopterus nicholsi,1995,0.15,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Cypraea spadicea,1995,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Eisenia arborea,1995,0.025,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Laminaria farlowii,1995,0.075,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Lythrypnus dalli,1995,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Macrocystis pyrifera,1995,0.325,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Megastraea undosa,1995,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Parastichopus parvimensis,1995,0.125,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Patiria miniata,1995,1.075,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pisaster giganteus,1995,0.025,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pterygophora californica,1995,0.2,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus franciscanus,1995,0.5,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus purpuratus,1995,0.325,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Styela montereyensis,1995,0.15,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Alloclinus holderi,1996,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Centrostephanus coronatus,1996,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Coryphopterus nicholsi,1996,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Cypraea spadicea,1996,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Eisenia arborea,1996,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Laminaria farlowii,1996,0.0208,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Lythrypnus dalli,1996,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Megastraea undosa,1996,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Parastichopus parvimensis,1996,0.0833,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Patiria miniata,1996,1.1667,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pterygophora californica,1996,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus franciscanus,1996,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus purpuratus,1996,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Styela montereyensis,1996,0.125,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Alloclinus holderi,1997,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Centrostephanus coronatus,1997,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Coryphopterus nicholsi,1997,0.0833,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Cypraea spadicea,1997,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Eisenia arborea,1997,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Laminaria farlowii,1997,0.1875,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Lythrypnus dalli,1997,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Megastraea undosa,1997,0,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Parastichopus parvimensis,1997,0.2083,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Patiria miniata,1997,1.9583,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Pterygophora californica,1997,0.0208,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus franciscanus,1997,0.2917,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Strongylocentrotus purpuratus,1997,0.25,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Styela montereyensis,1997,0.125,Outside,FALSE,TRUE,Outside
SM,San Miguel Island,WL,Wyckoff Ledge,Alloclinus holderi,1998,0,Outside,FALSE,TRUE,Outside
