IslandCode,IslandName,SiteCode,SiteName,SurveyYear,ReserveStatus,Artedius corallinus,Atherinops affinis,Caulolatilus princeps,Cephaloscyllium ventriosum,Chromis punctipinnis,Embiotoca jacksoni,Embiotoca lateralis,Gibbonsia,Girella nigricans,Gymnothorax mordax,Halichoeres semicinctus,Heterodontus francisci,Heterostichus rostratus,Hypsypops rubicundus,Lythrypnus zebra,Medialuna californiensis,Myliobatis californica,Ophiodon elongatus,Orthonopias triacis,Oxyjulis californica,Oxylebius pictus,Paralabrax clathratus,Phanerodon furcatus,Rhacochilus toxotes,Rhacochilus vacca,Sardinops sagax,Scomber japonicus,Scorpaena guttata,Scorpaenichthys marmoratus,Sebastes atrovirens,Sebastes atrovirens/carnatus/caurinus/chrysomelas,Sebastes carnatus,Sebastes caurinus,Sebastes chrysomelas,Sebastes miniatus,Sebastes mystinus,Sebastes semicinctus,Sebastes serranoides,Sebastes serranoides/flavidus,Sebastes serriceps,Semicossyphus pulcher,Seriola lalandi,Trachurus symmetricus,Brachyistius frenatus,Mola mola,Sebastes auriculatus ,Sebastes chrysomelas/carnatus,Sebastes dallii,Sebastes saxicola,Sphyraena argentea,Stereolepis gigas,Artedius harringtoni,Atractoscion nobilis,Aulorhynchus flavidus,Citharichthys stigmaeus,Cymatogaster aggregata,Embiotocidae,Hypsurus caryi,larval fish spp.,Leiocottus hirundo,Phanerodon spp.,Pleuronichthys coenosus,Sebastes diploproa,Sebastes paucispinis,Apogon atricaudus,Gibbonsia elegans,Sebastes rastrelliger,Azurina hirundo,"baitfish, unidentified",Cottidae,Paralichthys californicus,Rathbunella hypoplecta,Neoclinus,Neoclinus stephensae,Squatina californica,Bathymasteridae,Triakis semifasciata,Hyperprosopon argenteum,Phanerodon atripes,Sebastes melanops,Anisotremus davidsonii,Neoclinus blanchardi,Paralabrax nebulifer,Porichthys notatus,Sarda chiliensis,Neoclinus uninotatus,Hermosilla azurea,Platyrhinoidis triseriata,Anarrhichthys ocellatus,Gobiesox,Hexagrammos decagrammus,Sebastes pinniger,Galeorhinus galeus,Gibbonsia montereyensis,Notorynchus cepedianus,Sebastes rosaceus,Stichaeidae,Citharichthys
AN,Anacapa Island,AR,Admiral's Reef,2015,Outside,0,0,0,0,3282.125,6,0,0,65.25,1.5,8.916666666666666,0,1,11.125,0,18.6,0,0,0,393.25,4.25,26.125,0,0,3.75,0,0,0,0,0.25,0,0,0,1.75,0,2.625,0,0.5,0,2.25,17.583333333333332,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,AR,Admiral's Reef,2016,Outside,0,0,6.333333333333333,0,635.1666666666666,6.666666666666667,0.16666666666666666,0,20.333333333333332,1,24.555555555555557,1,0,12.833333333333334,0,22.666666666666668,0,1,0,17.666666666666668,0.6666666666666666,15.166666666666666,0,2,2.1666666666666665,0,0,0,0,1.8333333333333333,0,0,0,1,0,2.6666666666666665,0,4,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,AR,Admiral's Reef,2017,Outside,0,345,8.25,0,559.375,3.25,0,0,30,2,19.5,0,0,16.125,2,11.25,0,0,0,120.125,5.5,11.875,0,0,0.25,0,0,2,0,1.375,1,0,0,1,0,6.375,0,0,0,2.625,17.666666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,AR,Admiral's Reef,2018,Outside,0,0,1.6666666666666667,0,7.75,5.875,0,0,10.25,2.5,10.583333333333334,0,1,8.75,5,10.5,0,0,0,9.5,10.75,6.375,0,0,0,0,0,2,0,0.75,0,0,0,0,0,0.5,0,0,0,2.375,16.583333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,AR,Admiral's Reef,2019,Outside,0,55,6,0,169.33333333333334,0.5,0,0,31.666666666666668,0,10.777777777777779,0,0,11.222222222222221,0,30.666666666666668,0,0,0,21.833333333333332,3,10.833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0.6666666666666666,11.666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2005,Inside,0,0,14.333333333333334,0,127.66666666666667,0,0,0,1.5,0,0,0,0,2.8333333333333335,1,17.666666666666668,0,0,0,1.5,9.666666666666666,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.1666666666666665,2.2222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2006,Inside,0,0,9.75,0,161.125,1.75,0,1,2.25,0,4.875,0,0,3.5,4.5,22,0,0,0,8.5,9.75,5.75,0,0,0,0,0,2,0,0.25,0,0,0,1,0,0,0,0,0,4.875,0.6666666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2007,Inside,0,0,3.5,0,122.66666666666667,0.16666666666666666,0,0,0.5,0,0.4444444444444444,0,0,2.1666666666666665,0,6,0,0,0,0,3,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2.1666666666666665,1.3333333333333333,0,0,0,0,0,0,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2008,Inside,0,0,28.333333333333332,0,142.16666666666666,2,0,0,2.3333333333333335,0,1.4444444444444444,0,0,2,1,17.333333333333332,0,0,0,131.83333333333334,1.3333333333333333,12.166666666666666,0,0,0.5,15,0,0,0,0.6666666666666666,2,0,0,0,0,0,0,0,0,1,3.111111111111111,0,225,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2009,Inside,0,0,3.75,0,126.41666666666667,1.8333333333333333,0,0,1.6666666666666667,0,1.0555555555555556,0,0,2.25,5.8,2.8,0,0,1,9.333333333333334,8,15.083333333333334,0,0,0.5833333333333334,0,0,1,0,0.3333333333333333,2,1,3.6666666666666665,0,0,2.1666666666666665,0,0,0,7.25,4.055555555555555,3,0,0,0,0,1,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2010,Inside,0,0,46,0,264.125,0.5,0,0,6.25,0,1.5,0,0,2.5,2,15.75,0,0,0,46.75,10.75,36.5,0,0,0.5,0,0,0,0,1,7.333333333333333,0,17,0,0,28.625,0,0,0,2,5.916666666666667,0,100,0,1,0,1,0,3,0,2.3333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2011,Inside,0,0,2.3333333333333335,0,117.875,1.875,0,0,3.25,0,1,0,0,3,1.75,0,0,0,0,7.5,43.5,18.875,0,0,0.75,0,0,0,0,1.75,2.75,1,2.1666666666666665,1,0,14.875,0,0,0,3,7.25,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2012,Inside,0,0,1.5,0,61.6,0.7,0,0,4.4,0,0.06666666666666667,0,0,3,3.5,6.25,1,0,0,10.3,26.6,20.9,0,0,0,0,0,0,0,3.5,0,0,1,0,0,25.4,0,0,0,0.8,2.7333333333333334,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2013,Inside,0,0,3,0,104.25,2,0,0,1.75,0,0.08333333333333333,0,0,2.5,3,2.75,0,0,0,0,8.5,54.125,0,0,1.125,0,0,0,0,3.75,3.25,0,0,1,0,33.5,0,0,0,1.75,6.583333333333333,0,0,0,0,0,0,0,0,38.666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2014,Inside,0,0,6.666666666666667,0,760.5,2.8333333333333335,0,0,8,0,1.6666666666666667,0,1,2.1666666666666665,1,28,0,0,0,44.333333333333336,2.6666666666666665,95,0,0,0,0,197.5,0,0,1.5,0,0,0,0,0,2.6666666666666665,0,0.6666666666666666,0,0.6666666666666666,3.888888888888889,0,9656.666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2015,Inside,0,0,33,0,772.625,6,0,0,14.25,0,18.75,1,0,3.75,5,36,1,0,0,121.25,1,77,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0.375,0,0,0,0.25,9.083333333333334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2016,Inside,0,0,55.666666666666664,0,311.9166666666667,2.3333333333333335,0,0,5.833333333333333,0,37.333333333333336,0,0,4,6,73.66666666666667,1,0,0,0,0,99.25,0,0,0.25,0,0,1,0,0.9166666666666666,0,0,0,0,0,0.16666666666666666,0,0,0,0.4166666666666667,18.88888888888889,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2017,Inside,0,0,14.666666666666666,0,258.875,4.375,0,2,21.75,0,44.666666666666664,0,1,4.375,12,41,0,0,0,11.375,1,43.75,0,1,0.25,0,0,2,0,0.125,0,0,0,0,0,0.25,0,0,0,0.375,24.083333333333332,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2018,Inside,0,0,42.666666666666664,0,42.583333333333336,0.6666666666666666,0,1,4,0,30.27777777777778,0,0,2.5,1.5,75.16666666666667,0,0,0,0,0.16666666666666666,27.5,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,0,0,0,0,0,0.4166666666666667,7.277777777777778,0,0,0,0,0,0,0,0,0,1.6666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,BSBR,Black Sea Bass Reef,2019,Inside,0,0,9.666666666666666,0,35.5,0,0,0,13.5,0,6.333333333333333,0,0,1.1666666666666667,0,6,0,0,0,0,0.5,22.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,7.416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,CC,Cathedral Cove,2005,Inside,0,0,0,0,187.45454545454547,6.166666666666667,0,1,2.5,0,1.3125,0,3.75,2.6666666666666665,3,0,0,0,0,8.333333333333334,1.5,6.5,0,0,0.3333333333333333,0,0,0,0,0.3333333333333333,0,0,0,1,0,0,0,0.16666666666666666,0,0.25,2.8333333333333335,0,0,23.333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,CC,Cathedral Cove,2006,Inside,0,337,0,0,107.83333333333333,17.666666666666668,0,1,1.5,1,1.1666666666666667,0,122,3.3333333333333335,1,2.5,0,0,0,12.333333333333334,9.666666666666666,6.166666666666667,0,0,1.3333333333333333,0,0,0,0,3,0,0,0,0,0,0,0,0.3333333333333333,0,0.5,1.3333333333333333,0,0,37.666666666666664,0,0,0,1,0,0,0,1,0,0,1,527,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,CC,Cathedral Cove,2007,Inside,0,0,0,0,73,7.5,0,1,5.25,0,2.1666666666666665,0,2.25,3.25,0,1.5,0,0,0,24.75,0,11,0,0,2.5,0,0,0,0,44.75,7,0,0,0,0,0,0,7,0,0.25,2.6666666666666665,0,0,49.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,CC,Cathedral Cove,2008,Inside,0,1,0,0,99.5,8.125,0,1,4.5,0,2.0833333333333335,0,70.4,3,0,0,0,0,0,32.875,2.5,5.5,0,0,2,0,0,1,0,6.25,19.5,0,0,0,0,0,0,0.25,2.25,2.875,2.25,0,0,26.25,0,0,0,0,0,0,0,0,0,0,0,60,0,4,0,0,0,0,0,5.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,CC,Cathedral Cove,2009,Inside,0,36.333333333333336,0,0,58.125,11.75,0.25,0,0.5,1,1.1666666666666667,0,4.666666666666667,2.75,0,0,0,0,0,31.875,4,4.25,0,0,2.25,0,0,1,0,6.125,37.666666666666664,0,0,0,0,0,0,0,3.25,2.25,3.4166666666666665,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,CC,Cathedral Cove,2010,Inside,0,0,4,0,166,2.625,0,0,8.5,0,0.8333333333333334,0,0,4.125,0,1,0,0,0,15.125,3.75,3.125,0,1,0.125,0,0,0,0,3.875,1.3333333333333333,0,0,0,0,28,0,1,2.25,0.5,4.083333333333333,0,0,2,0,0,0,0,0,0,0,0,0,0,0,30.666666666666668,0,0,0,0,0,0,0,11.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,CC,Cathedral Cove,2011,Inside,0,516.6666666666666,1.5,0,96.375,1.625,0.5,2,34,0,0.25,0,0,2.125,0,0,0,0,0,15.625,5.75,5,0,0,1,0,0,2,0,6.75,2.5,0,1,0,0,2.75,0,1.5,13,0,4.083333333333333,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,CC,Cathedral Cove,2012,Inside,1,0,0,0,134.16666666666666,4.583333333333333,0.16666666666666666,3,46.166666666666664,1,0.3888888888888889,1,2.4,2.6666666666666665,0,1,0,0,0,30.166666666666668,10,3,0,1,1.1666666666666667,0,0,1,0,2.4166666666666665,1,12.5,0,1,0,11.416666666666666,1,1.3333333333333333,4.833333333333333,0.3333333333333333,2.3333333333333335,0,0,4.833333333333333,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,CC,Cathedral Cove,2013,Inside,0,0,1,0,203.66666666666666,3.1666666666666665,0.3333333333333333,2,20,1,1.6666666666666667,0,0,2.6666666666666665,0,0,0,0,0,23.5,16.333333333333332,8.333333333333334,0,0,0.8333333333333334,0,0,0,0,2,2,0,0,0,0,96.33333333333333,0,0.6666666666666666,132,0,2.4444444444444446,0,0,25,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,34.333333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,CC,Cathedral Cove,2014,Inside,0,0,0,0,251.75,24.125,0.25,1,39.25,1,2.4166666666666665,1,2,6.125,0,0,0,0,0,46,8.75,14.25,0,1,2.125,0,0,0,1,7.625,0,0,0,0,0,5.125,0,26.5,17.75,0.25,3.75,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,CC,Cathedral Cove,2015,Inside,1,0,0,0,667.4,11.4,0,0,17,0,26.8,0,1,6.6,0,1,0,0,0,233.7,1.6,15.4,0,1,0.3,0,0,0,0,1.3,0,0,0,0,0,0,0,0.6,0,0,2.933333333333333,0,511.6666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Anacapa Island,CC,Cathedral Cove,2016,Inside,0,0,0,1,496.25,5.5,0,1,9,2,16,0,11.5,6.75,0,1,1,0,0,10.5,0,29.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,7.5,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
