SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,ReserveStatus,ReserveYear,Area_Surveyed,Total_Count,Percent_Cover
1,SM,San Miguel Island,WL,Wyckoff Ledge,2003,Desmarestia,acid weed,2005,Outside,Outside,6,105,17.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2003,Desmarestia,acid weed,2006,Outside,Outside,6,85,14.1667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2003,Desmarestia,acid weed,2007,Outside,Outside,6,1,0.1667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2003,Desmarestia,acid weed,2008,Outside,Outside,6,74,12.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2003,Desmarestia,acid weed,2009,Outside,Outside,6,56,9.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2003,Desmarestia,acid weed,2010,Outside,Outside,6,4,0.6667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2003,Desmarestia,acid weed,2011,Outside,Outside,6,18,3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2003,Desmarestia,acid weed,2012,Outside,Outside,6,45,7.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2003,Desmarestia,acid weed,2013,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2003,Desmarestia,acid weed,2014,Outside,Outside,6,9,1.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2003,Desmarestia,acid weed,2015,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2003,Desmarestia,acid weed,2016,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2003,Desmarestia,acid weed,2017,Outside,Outside,6,40,6.6667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2003,Desmarestia,acid weed,2018,Outside,Outside,6,1,0.1667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2003,Desmarestia,acid weed,2019,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,1982,Outside,Outside,5,2,0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,1983,Outside,Outside,4,4,1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,1984,Outside,Outside,5,11,2.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,1985,Outside,Outside,10,10,1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,1986,Outside,Outside,10,46,4.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,1987,Outside,Outside,10,15,1.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,1988,Outside,Outside,10,6,0.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,1989,Outside,Outside,10,12,1.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,1990,Outside,Outside,10,21,2.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,1991,Outside,Outside,10,16,1.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,1992,Outside,Outside,10,47,4.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,1993,Outside,Outside,10,34,3.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,1994,Outside,Outside,10,79,7.9
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,1995,Outside,Outside,10,110,11
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,1996,Outside,Outside,6,68,11.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,1997,Outside,Outside,6,77,12.8333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,1998,Outside,Outside,6,52,8.6667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,1999,Outside,Outside,6,9,1.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2000,Outside,Outside,6,37,6.1667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2001,Outside,Outside,6,6,1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2002,Outside,Outside,6,11,1.8333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2003,Outside,Outside,6,12,2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2004,Outside,Outside,6,2,0.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2005,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2006,Outside,Outside,6,8,1.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2007,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2008,Outside,Outside,6,5,0.8333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2009,Outside,Outside,6,8,1.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2010,Outside,Outside,6,12,2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2011,Outside,Outside,6,2,0.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2012,Outside,Outside,6,8,1.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2013,Outside,Outside,6,1,0.1667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2014,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2015,Outside,Outside,6,14,2.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2016,Outside,Outside,6,2,0.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2017,Outside,Outside,6,12,2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2018,Outside,Outside,6,9,1.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Cystoseira,bladder chain kelp,2019,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",1993,Outside,Outside,10,317,31.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",1994,Outside,Outside,10,231,23.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",1995,Outside,Outside,10,143,14.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",1996,Outside,Outside,6,312,52
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",1997,Outside,Outside,6,217,36.1667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",1998,Outside,Outside,6,129,21.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",1999,Outside,Outside,6,121,20.1667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2000,Outside,Outside,6,103,17.1667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2001,Outside,Outside,6,53,8.8333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2002,Outside,Outside,6,86,14.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2003,Outside,Outside,6,114,19
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2004,Outside,Outside,6,70,11.6667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2005,Outside,Outside,6,112,18.6667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2006,Outside,Outside,6,282,47
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2007,Outside,Outside,6,104,17.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2008,Outside,Outside,6,34,5.6667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2009,Outside,Outside,6,103,17.1667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2010,Outside,Outside,6,152,25.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2011,Outside,Outside,6,122,20.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2012,Outside,Outside,6,67,11.1667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2013,Outside,Outside,6,61,10.1667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2014,Outside,Outside,6,38,6.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2015,Outside,Outside,6,68,11.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2016,Outside,Outside,6,53,8.8333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2017,Outside,Outside,6,137,22.8333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2018,Outside,Outside,6,8,1.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,"giant kelp, all",2019,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",1993,Outside,Outside,10,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",1994,Outside,Outside,10,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",1995,Outside,Outside,10,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",1996,Outside,Outside,6,4,0.6667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",1997,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",1998,Outside,Outside,6,2,0.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",1999,Outside,Outside,6,5,0.8333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2000,Outside,Outside,6,6,1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2001,Outside,Outside,6,2,0.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2002,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2003,Outside,Outside,6,4,0.6667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2004,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2005,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2006,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2007,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2008,Outside,Outside,6,1,0.1667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2009,Outside,Outside,6,1,0.1667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2010,Outside,Outside,6,5,0.8333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2011,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2012,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2013,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2014,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2015,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2016,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2017,Outside,Outside,6,1,0.1667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2018,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,"Southern sea palm, all",2019,Outside,Outside,6,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,Pterygophora californica,"California sea palm, all",1993,Outside,Outside,10,3,0.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,Pterygophora californica,"California sea palm, all",1994,Outside,Outside,10,9,0.9
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,Pterygophora californica,"California sea palm, all",1995,Outside,Outside,10,18,1.8
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,Pterygophora californica,"California sea palm, all",1996,Outside,Outside,6,42,7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,Pterygophora californica,"California sea palm, all",1997,Outside,Outside,6,32,5.3333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,Pterygophora californica,"California sea palm, all",1998,Outside,Outside,6,60,10
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,Pterygophora californica,"California sea palm, all",1999,Outside,Outside,6,35,5.8333
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,Pterygophora californica,"California sea palm, all",2000,Outside,Outside,6,106,17.6667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,Pterygophora californica,"California sea palm, all",2001,Outside,Outside,6,52,8.6667
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,Pterygophora californica,"California sea palm, all",2002,Outside,Outside,6,52,8.6667
