IslandCode,IslandName,SiteCode,SiteName,SurveyYear,ReserveStatus,black_and_yellow_rockfish,black_surfperch,blacksmith,blue_rockfish,cabezon,California_scorpionfish,California_sheephead_female,California_sheephead_male,garibaldi,halfmoon,kelp_bass,kelp_rockfish,lingcod,ocean_whitefish,olive_rockfish,opaleye,pile_perch,rock_wrasse_female,rock_wrasse_male,rubberlip_surfperch,senorita,striped_surfperch,treefish,Mean_ONI_ANOM
AN,Anacapa,AR,Admiral's Reef,2018,Outside,0,2154.0448018985744,742.3804316374022,15.73415170924424,0,439.62334596826264,14536.800636464206,0,12205.172057475773,17696.271168997915,2057.888293849253,514.7385000251954,0,1722.5811727866146,0,13126.640802998318,0,1943.294110817278,5496.021933639352,0,3512.797817858306,0,1481.0242909941733,0.039999999999999994
AN,Anacapa,AR,Admiral's Reef,2019,Outside,0,339.2429705191318,13232.483993526097,5.244717236414746,0,0,9296.134631762428,1929.0035281953726,6834.408945153522,32350.251500915347,7630.517149593633,89.6280755102269,0,2628.808465369359,0,26958.777568568952,0,1442.384699234345,1933.9045183300764,0,1926.2291554224216,0,1658.095925835809,0.75
AN,Anacapa,BSBR,Black Sea Bass Reef,2005,Inside,0,0,4800.8397550566515,0,0,205.99845236290787,707.7829630289694,10967.806365399245,1985.2010508737806,14757.167998720857,5084.53409032176,0,0,17227.254733143687,0,1623.8422135056558,0,0,0,0,47.04052536321156,0,1117.332032608523,0.04166666666666667
AN,Anacapa,BSBR,Black Sea Bass Reef,2006,Inside,283.54374240504023,457.58067879253275,6059.023280941276,0,0,411.99690472581574,386.0634343794379,0,2452.3071804911406,18376.850715388235,4176.5815741928745,29.41740102814445,0,11718.539556847742,0,2435.763320258484,0,173.68064026903224,633.3477882055081,0,266.56297705819884,0,2513.9970733691766,0.11416666666666668
AN,Anacapa,BSBR,Black Sea Bass Reef,2007,Inside,0,43.5791122659555,3740.1315955720215,0,0,250.29740756383694,1035.247667272997,6706.178116786439,2161.4554497734416,1282.0374736432648,4305.089871001417,4.289168990188353,0,1211.4942473959836,0,541.2807378352186,0,33.85796817150109,0,0,0,0,220.96376116113387,-0.5908333333333333
AN,Anacapa,BSBR,Black Sea Bass Reef,2008,Inside,0,941.6992832698185,34108.904429173694,0,0,0,5120.874442162616,2063.707918546348,1625.0802781509512,5401.65635460433,4858.712370131858,49.53504858708348,0,16240.856826572357,0,2525.9767765643537,54.64562664821262,144.2748010120909,367.70702777423884,0,6867.0579785104055,0,28.10898095755394,-0.7583333333333333
AN,Anacapa,BSBR,Black Sea Bass Reef,2009,Inside,0,178.29063694091656,9156.311468166325,67.25500048131299,0,205.99845236290787,1082.3158175944973,2722.451861364574,918.4718227353136,769.0844108686599,1744.4996271086975,274.56454150551025,0,1093.4666018798387,0,0,54.64562664821262,479.2515036347295,110.52257708965627,0,888.4275242999572,0,128.51889278995657,0.3125
AN,Anacapa,BSBR,Black Sea Bass Reef,2010,Inside,0,89.14531847045828,26686.264566787362,338.9827411515468,0,0,12454.692081224362,15476.064152119226,2035.7537447886664,2634.624898374458,35596.57710672222,1108.1381047428613,0,105816.68900852186,0,0,320.57204742014767,433.3316423309209,170.09946246016503,0,6568.702297701961,0,22.48718476604315,-0.4616666666666666
AN,Anacapa,BSBR,Black Sea Bass Reef,2011,Inside,52.78510187462641,447.3660957992147,19480.592183948025,1533.6497667501053,0,0,10357.587755434819,7563.081779994093,3053.6306171829997,0,10228.760662154193,1718.805522699109,0,2391.5494232617198,0,0,1787.4560568324684,644.689199194515,170.09946246016503,0,196.6062811427105,0,411.56199044696746,-0.8391666666666666
AN,Anacapa,BSBR,Black Sea Bass Reef,2012,Inside,0,289.0132101885622,8204.538900225218,520.299091069816,0,0,6843.4246729324605,4424.212499354787,3828.0384496882853,8313.903653475614,16523.492188779263,2782.0621895615554,0,2803.9045038927243,0,0,0,0,19.487624252477175,0,2724.980518429538,0,606.0498512488635,-0.11416666666666667
AN,Anacapa,BSBR,Black Sea Bass Reef,2013,Inside,247.18763543555124,445.17132303766607,8249.871543468846,557.6899976217412,0,0,8914.15351863639,12934.505081760706,2855.0037460971907,2297.1063394235293,47614.19348815779,1967.8993352867856,0,15374.94651631444,0,0,827.5760434413542,33.85796817150109,24.359530315596466,0,0,224.88296486364635,1228.9030235629928,-0.29333333333333333
AN,Anacapa,BSBR,Black Sea Bass Reef,2014,Inside,0,3634.9377761170012,21587.226895806667,800.968308264955,0,0,23727.14258705177,18482.78480095058,5713.8893144394115,18682.615218714356,114153.45711326724,3444.981087235683,0,29857.15930204898,271.1927104424854,0,196.3042738265693,281.29988290340987,32.479373754128616,0,19015.210170633523,124.46679864165456,2403.862866937095,0.13999999999999999
AN,Anacapa,BSBR,Black Sea Bass Reef,2015,Inside,0,1938.5230652353532,40985.11408366103,20.646700139423054,0,452.2505678944791,5695.326582133257,12514.116576539122,3126.628505423773,25938.37302558688,58068.64688899694,973.0312756889027,0,46932.4409652106,0,0,0,1193.3653750044869,1069.736624342458,0,3057.3468071201123,0,359.88172463673806,1.485
AN,Anacapa,BSBR,Black Sea Bass Reef,2016,Inside,0,1433.9492968504642,19324.414547138123,6.673784928805615,0,10.450784303184777,12673.53207241956,17386.194524979543,4740.025556965345,22619.16280721435,65883.67289198628,254.08872424672816,0,51292.22852212322,0,0,98.15213691328465,2099.993707695394,2667.951106469852,0,0,0,3.4963269525776797,0.35666666666666663
AN,Anacapa,BSBR,Black Sea Bass Reef,2017,Inside,0,1002.645705763902,27146.12239558522,6.673784928805615,0,229.72801869585788,13750.679883397957,19941.44532275141,3735.466879594076,16323.634601859478,25905.16542563988,731.2048263253206,0,3419.834933310087,0,13089.589378623403,98.15213691328465,9030.980738765442,7055.496760815823,1046.4567766378657,415.17544417609264,0,6.992653905155359,-0.17666666666666667
AN,Anacapa,BSBR,Black Sea Bass Reef,2018,Inside,0,310.7723717531327,6876.425859025796,0,0,321.6331761940328,8411.22286947164,10096.157898348,2631.4446526531688,150860.3927741177,13820.08639897295,1.5411770703076826,0,39440.603850219624,0,0,0,2601.8792735819075,5406.794274449911,0,0,0,10.476653099301815,0.039999999999999994
AN,Anacapa,BSBR,Black Sea Bass Reef,2019,Inside,0,379.21640480338385,2084.8262329209497,0,0,0,12501.930360888213,19960.450770142485,3954.877711628009,3890.0925893724675,26806.439609544526,0,0,13367.615489266824,0,41779.431185996065,0,2677.56311714328,3247.1300867325003,823.9551927799282,0,0,365.86275316287623,0.75
AN,Anacapa,CC,Cathedral Cove,2005,Inside,283.54374240504023,1612.4271538403536,0,0,0,0,1383.3939731929859,4874.580606844109,1868.4245184694403,0,4721.353083870206,39.223201370859265,0,0,1.8054827316112307,2706.403689176093,130.86951588437952,112.22441371229775,0,0,261.336252017842,0,128.92292683944495,0.04166666666666667
AN,Anacapa,CC,Cathedral Cove,2006,Inside,0,4619.385900191283,4055.0173910204353,0,0,0,772.1268687588758,0,2335.5306480868007,2088.278490385027,4479.232412902504,353.0088123377334,0,0,3.6109654632224615,1623.8422135056558,523.4780635375181,89.06699500976012,64.95874750825723,0,386.77765298640617,0,257.8458536788899,0.11416666666666668
AN,Anacapa,CC,Cathedral Cove,2007,Inside,0,2879.7928765982433,791.0431335938882,0,0,0,640.8734824061445,3655.9354551330816,1125.1992143719842,1252.967094231016,685.7482904996773,1730.5525731997873,0,0,81.69166227221919,5683.447747269795,186.4129332565149,160.3205910175682,33.45455419262801,0,288.5496020241818,0,92.1467074297912,-0.5908333333333333
AN,Anacapa,CC,Cathedral Cove,2008,Inside,0,211.61201989938166,3030.606258463109,0,0,69.21064711817993,2258.920877247654,3352.132367880379,934.3023881764484,0,1497.1969292844258,243.47689874029115,0,0,93.3096486229146,5412.807378352186,94.85620289081473,133.31923791936578,241.56125285886066,0,328.45242463607866,0,498.1555100974002,-0.7583333333333333
AN,Anacapa,CC,Cathedral Cove,2009,Inside,0,2105.2900146123566,948.8843499226994,0,0,205.99845236290787,2993.136565265928,5818.777651745324,1237.620226875341,0,1361.954018361303,1512.985988279055,0,0,62.7282254255691,0,1572.6010585516788,301.1921400275452,84.03637300658187,0,851.8152631568969,62.23339932082728,639.9981945801974,0.3125
AN,Anacapa,CC,Cathedral Cove,2010,Inside,0,686.3710181887991,6242.345164538414,881.1124957176773,0,0,2123.3488890869085,4569.9193189163525,2890.2191770074155,835.3113961540107,2269.8812903222142,455.96971593623897,0,4807.605972040099,35.206913266419,0,49.076068456642325,46.76017238012406,73.0785909467894,823.9551927799282,474.3252974123832,0,257.8458536788899,-0.4616666666666666
AN,Anacapa,CC,Cathedral Cove,2011,Inside,0,2938.754545985817,39521.49572579264,800.7973375740951,0,91.61948360896079,3476.7648094222695,4424.212499354787,1540.8505912882765,0,2514.2533471436,3624.1813312454074,0,6423.452477861067,62.55364829127407,13503.300205540121,479.1676162347161,20.040073877196026,84.03637300658187,0,308.75088034776826,5.511449358380642,0,-0.8391666666666666
AN,Anacapa,CC,Cathedral Cove,2012,Inside,66.85315496090692,5272.711094113599,14394.540643303437,391.9620652770363,0,241.74635851394157,5468.1663304133335,10259.574344190387,3359.787891428104,835.3113961540107,10080.647040766178,2995.1417572338332,0,2516.4947516260067,57.92957250347125,0,30.283793527144656,662.6689819522991,16.239686877064308,1046.4567766378657,3855.3834578825195,173.06649174033927,1184.8442604525487,-0.11416666666666667
AN,Anacapa,CC,Cathedral Cove,2013,Inside,0,881.5917576378163,33529.36383596923,1163.66689187087,18.296374348637727,0,8961.730045075821,14796.082193970775,4568.005993755505,0,12849.563185383071,2987.655418182552,0,1887.5599481303677,1407.11891221795,0,209.55101447595814,95.90756427708695,216.93119493874482,0,2445.6835384900096,150.45298132249133,0,-0.29333333333333333
AN,Anacapa,CC,Cathedral Cove,2014,Inside,0,2394.7347111605914,6930.205840217629,823.3102105653556,300.65730756237235,0,31519.081067706193,13709.757956749056,4312.680204688888,0,6620.378282557539,6143.715653916624,0,0,591.0972104995399,0,344.5550884436185,615.0843940451196,73.0785909467894,823.9551927799282,4517.962135387162,586.4725367764005,359.88172463673806,0.13999999999999999
AN,Anacapa,CC,Cathedral Cove,2015,Inside,0,1737.3021692887091,25492.64273680701,0,0,14.893095703620698,6439.087707798254,16299.97529206771,1804.588912842544,835.3113961540107,3559.3952601533447,1747.7877137606008,0,0,119.68314521685953,0,827.5760434413542,1589.975286177056,84.03637300658187,1394.1621150942392,3629.579602666735,0,497.89598190649497,1.485
AN,Anacapa,CC,Cathedral Cove,2016,Inside,0,1364.967388627743,40765.32515998371,11.610962592654495,0,80.38326958621019,5125.236077132441,24865.479623525043,3506.412450019195,835.3113961540107,16779.680355833323,0,0,0,0,0,0,1619.9372926638841,525.9141940848543,823.9551927799282,1063.1172512104674,0,0,0.35666666666666663
AN,Anacapa,CC,Cathedral Cove,2017,Inside,0,373.1241696066636,15385.778272325815,5.244717236414746,0,0,15739.25863673044,30859.56867185183,4541.1554557574555,4767.784100087656,12642.913975285679,196.5796918063864,0,1567.3826798295302,62.33287761550005,33167.28083167495,440.20573631796015,2333.690770594499,1553.1670494839802,0,168.17639099114976,0,0,-0.17666666666666667
AN,Anacapa,CC,Cathedral Cove,2018,Inside,0,28.320039761002008,105109.65221085443,0,0,1321.9994526570983,11716.400499222631,13194.098534687575,4132.711415496495,3070.8860173416547,8047.380690824023,223.22855289102097,0,0,0,2669.3891946975546,408.52432794341445,1435.5491516332606,590.0133914947072,0,449.631282540084,0,0,0.039999999999999994
AN,Anacapa,CC,Cathedral Cove,2019,Inside,0,289.92020979709173,2019.4792545105,0,0,0,2329.9320096524643,3203.9477744414085,4605.167428354051,1670.6227923080214,3170.054911442563,29.41740102814445,0,11608.109940540906,0,1394.8950865702213,0,608.2865006251778,667.5856017611031,0,67.71593634300218,0,0,0.75
AN,Anacapa,EFC,East Fish Camp,2005,Outside,425.31561360756035,104.5898694382932,6039.2809242462,18.880982051093085,0,0,887.9458990727071,731.1870910266164,4834.548441539677,2171.809630000428,1016.906818064352,0,0,0,0,649.5368854022623,117.78256429594157,32.064118203513644,0,0,250.8828019371283,0,103.13834147155598,0.04166666666666667
AN,Anacapa,EFC,East Fish Camp,2006,Outside,378.0583232067203,163.42167099733314,3257.488854687591,0,779.4120384359703,205.99845236290787,1013.4165152460246,0,4116.372767252986,3550.0734336545456,2088.2907870964373,0,0,3605.7044790300743,0,1217.881660129242,49.076068456642325,0,24.359530315596466,0,0,0,386.7687805183349,0.11416666666666668
AN,Anacapa,EFC,East Fish Camp,2007,Outside,894.3693308278987,0,7371.367051834245,0,0,164.4044870217327,1194.1837491056092,0,12470.708542741859,704.1552763731316,3416.8376138086232,10.503088836268846,0,502.3863037496879,10.832896389667384,1894.482582423265,1428.1273588759102,305.9625079178422,479.07472289857975,0,252.2663468007522,0,1685.9677185373776,-0.5908333333333333
AN,Anacapa,EFC,East Fish Camp,2008,Outside,161.96730083308142,155.38618587656634,2201.1066246858036,5.289394963049409,779.4120384359703,0,2269.546282928207,0,5806.674024070473,522.6211564037288,581.0252149899954,0,0,0,0,180.4269126117395,0,67.71593634300218,336.81804889493833,0,5.22672504035684,0,720.9817727643243,-0.7583333333333333
AN,Anacapa,EFC,East Fish Camp,2009,Outside,0,130.7373367978665,5781.473842443019,7.883319561663879,639.1432714064695,0,4969.152283089906,0,11863.98581317781,835.3113961540107,1815.3427892262353,3.507362867506728,0,1201.9014930100248,0,0,66.36236710254661,130.69906345670668,1205.2186255559288,0,889.7650926755833,0,624.2989389869143,0.3125
AN,Anacapa,EFC,East Fish Camp,2010,Outside,283.54374240504023,980.7226425883246,5525.21254973895,1576.663912332776,779.4120384359703,205.99845236290787,8003.447515899757,0,5598.322798168832,1246.7305162272264,3679.712799885696,0,0,219.5387247575485,7.714127424217947,0,0,220.38361154431226,673.7287259313097,0,3770.693103978032,0,59.380838467457004,-0.4616666666666666
AN,Anacapa,EFC,East Fish Camp,2011,Outside,690.3504395275559,0,291.99427474971134,212.53639765560413,840.4132926914689,0,5190.238132624749,0,8143.0149791546655,0,894.8369594182095,942.4354808133068,6104.032718965846,2018.6990520168054,0,0,0,0,0,0,0,0,283.91033516252674,-0.8391666666666666
AN,Anacapa,EFC,East Fish Camp,2012,Outside,247.18763543555124,0,6710.512643969517,695.5448173965806,1064.1862273739648,205.99845236290787,2156.172251884711,0,7656.0768993765705,0,840.5009783372435,0,0,0,34.713573408980764,0,0,0,0,0,135.34396884884742,0,0,-0.11416666666666667
AN,Anacapa,EFC,East Fish Camp,2013,Outside,776.1035130183727,43.5791122659555,4037.983353082264,1826.938161948839,658.5580058328262,0,2063.0855175268193,0,7423.009739852696,0,742.0980065464631,287.7498758655059,0,0,656.6554923683767,0,0,0,0,0,71.8255283457782,0,334.24225032772324,-0.29333333333333333
AN,Anacapa,EFC,East Fish Camp,2014,Outside,1862.2286632849068,769.4106712709566,12026.784491101585,632.2169972647599,2334.49643048824,0,4746.8159191618515,0,19431.149788892777,7100.146867309091,2593.110485003998,176.5044061688667,0,0,232.44040959200726,0,0,119.43091657986886,168.07274601316374,0,2642.1426261337556,354.7865113234333,1138.649377629754,0.13999999999999999
AN,Anacapa,EFC,East Fish Camp,2015,Outside,0,2564.876403004787,11027.53484101306,62.93660683697696,0,20.445420986032623,2519.464768098739,3655.9354551330816,19998.351377879477,14340.821276382363,5630.990167587436,176.5044061688667,0,12.517090584196266,21.66579277933477,14638.296491104902,0,2897.5730911257247,847.9863015879649,0,5332.691080857036,0,515.6917073577798,1.485
AN,Anacapa,EFC,East Fish Camp,2016,Outside,0,0,24100.314037669024,33.77458408768798,0,45.005883862039234,7643.012005623552,0,10115.349563319745,79233.46393711967,3188.279437573523,324.3437585629676,0,18539.956089242845,0,0,0,16.727277096314005,336.49054704571535,0,250.10655067701893,0,0,0.35666666666666663
AN,Anacapa,EFC,East Fish Camp,2017,Outside,0,0,3998.207290670355,3.3368924644028075,0,170.39503731028864,8924.019506144015,1519.3208874719037,10453.272454394142,1970.6514481826057,464.00000488427247,0,0,653.086043144147,0,0,0,1087.6161324033185,853.3615620827981,0,0,0,497.89598190649497,-0.17666666666666667
AN,Anacapa,EFC,East Fish Camp,2018,Outside,0,0,1775.6163389665624,1.9351604321090825,0,0,3733.1592303644925,1519.3208874719037,12732.846448256178,3589.835272677193,850.3732934579883,364.00299800361097,2411.7404251034745,0,2.3785466876236026,0,0,84.14211725564832,60.238428005509036,0,0,0,0,0.039999999999999994
AN,Anacapa,EFC,East Fish Camp,2019,Outside,0,0,1147.2758010253451,0,0,0,4424.132440926152,0,16824.86976144045,2159.1775193198864,165.142807846885,0,0,1119.975825133264,0,0,0,0,0,0,0,0,0,0.75
AN,Anacapa,LC,Landing Cove,2005,Inside,283.54374240504023,1525.2689293084425,2933.1501375541943,0,0,205.99845236290787,450.40734010934426,4874.580606844109,3036.18984251284,5568.742641026738,4600.292748386354,58.8348020562889,0,1201.9014930100248,0,8840.918717975237,65.43475794218976,35.62679800390404,0,0,376.32420290569246,0,687.5889431437064,0.04166666666666667
AN,Anacapa,LC,Landing Cove,2006,Inside,425.31561360756035,2693.1891380360503,7633.711255429506,0,0,205.99845236290787,1119.5839597003699,4387.122546159698,4484.218844326657,11861.421825386951,10677.521589675696,400.0766539827645,0,0,0,8443.97951022941,235.56512859188314,77.19139567512543,253.33911528220327,3295.820771119713,2007.0624154970264,174.2535180983164,618.8300488293357,0.11416666666666668
AN,Anacapa,LC,Landing Cove,2007,Inside,661.6020656117606,3486.32898127644,7779.012336297034,0,779.4120384359703,205.99845236290787,2895.4757578457843,8124.301011406848,4281.806188159134,0,4702.72841687269,156.89280548343706,0,0,0,7397.503417081321,130.86951588437952,219.10480772400987,270.6614479510718,0,1517.0569429635727,124.46679864165456,3792.482764527006,-0.5908333333333333
AN,Anacapa,LC,Landing Cove,2008,Inside,251.78327015534018,865.3591757128245,3198.415711746068,0,0,0,1005.9171847632759,3655.9354551330816,3198.4981795065924,273.2705207308061,5839.9863926068065,1010.7399658720663,0,0,0,3788.96516484653,5.511449358380642,17.81339900195202,101.7559724231183,0,1681.2089134531607,177.1617865791201,342.5032073910734,-0.7583333333333333
AN,Anacapa,LC,Landing Cove,2009,Inside,750.7370434935824,1892.938326500583,6122.426075131002,0,0,1530.9322554387304,2844.2956526480402,5487.6193535187995,5598.322798168832,4286.658218795235,6375.8325306618335,1293.966654742322,0,0,335.02539181058364,7725.438127327749,0,84.03637300658187,130.69906345670668,440.20573631796015,2602.1569124558937,304.53043287981757,643.7920597992647,0.3125
AN,Anacapa,LC,Landing Cove,2010,Inside,407.0000659987936,1935.6736652262105,2470.1096304445455,75.47125685225421,0,0,3295.8544412359865,11715.946318493066,5089.384361971666,835.3113961540107,11763.427663325152,2610.8680767791348,0,1286.6276975340966,8.666317111733909,0,0,10.688039401171215,170.09946246016503,823.9551927799282,3271.090195103189,150.45298132249133,569.8143465004329,-0.4616666666666666
AN,Anacapa,LC,Landing Cove,2011,Inside,1436.2722796816233,1863.9319369241152,13964.26943816031,5.289394963049409,779.4120384359703,0,5656.954513415118,7551.327272065148,5598.322798168832,2088.278490385027,7436.439711760071,1653.9257086892922,0,0,62.33287761550005,0,98.15213691328465,319.6128348976184,146.1571818935788,0,10508.419069258129,320.57204742014767,927.8051336833387,-0.8391666666666666
AN,Anacapa,LC,Landing Cove,2012,Inside,842.3428401966369,1602.9984500805658,5407.189060539234,95.20910933488936,2920.222847162025,1246.6602592928493,1038.6990401678895,4831.600722172794,6281.00824141382,2923.5898865390373,4235.142197936383,1935.947141765012,0,0,258.9026347142692,0,447.41115474725723,37.40813790409925,170.09946246016503,0,2188.2270010366165,1114.204472446825,283.91033516252674,-0.11416666666666667
AN,Anacapa,LC,Landing Cove,2013,Inside,407.0000659987936,1920.1457393898258,14898.250341774909,425.40754489567746,3257.026026810274,8.79909736794862,8590.84374865728,19115.57400553508,6300.533653220082,5847.1797730780745,6803.805279611184,2165.4910091465226,0,0,1315.5531897368448,0,6113.995712831235,21.541379261630958,203.9574306316661,0,7417.2056349869845,1642.4708338475882,1145.151900263955,-0.29333333333333333
AN,Anacapa,LC,Landing Cove,2014,Inside,425.31561360756035,5978.673075652579,14281.957465440362,315.93177638403114,0,6.994294311688576,10159.0633684655,16979.95725021616,10317.479200595986,3758.9012826930484,13867.547859977703,2776.8134162884257,0,769.187294378768,411.398709910731,27273.82174976222,5612.668852411238,386.1783154302136,472.75568377700745,0,8035.881405412672,1178.4224637715656,1203.2806505014864,0.13999999999999999
AN,Anacapa,LC,Landing Cove,2015,Inside,361.92641858049166,3528.130205797101,4810.377022252602,3.3368924644028075,0,213.68240098028727,3995.1818524183122,6706.178116786439,5737.9464021559415,3375.2410708877965,10913.617518678819,2094.1849978812884,0,106.63751786050456,211.39114236207874,0,60.625942942187066,961.6349270919372,274.37791848129547,0,962.4443131324134,94.59996183619276,425.5568127622132,1.485
AN,Anacapa,LC,Landing Cove,2016,Inside,0,348.01761038438866,3197.3197977429786,10.010677393208422,0,129.86438691492364,10353.972407266632,17427.787146339895,6931.534862429204,3042.6827239358495,18749.899040937216,0,0,0,370.0680690453738,0,24.71398828086626,583.6497592136695,1435.5491516332606,0,1496.0435629175108,0,681.9402475948243,0.35666666666666663
AN,Anacapa,LC,Landing Cove,2017,Inside,0,451.2130648055435,7868.358931629988,0,524.7717777728776,0,4994.9041912957055,26830.063190056157,11396.893112625094,1672.560998777231,17689.299902330946,0,0,502.3863037496879,0,17487.730432578068,0,1458.046978406309,400.9520049279849,0,1567.8956831183068,0,1230.070447820815,-0.17666666666666667
AN,Anacapa,LC,Landing Cove,2018,Inside,0,1516.2167085047158,49249.45748353256,0,0,556.5324843973541,4293.304177280824,12193.797470305239,15309.01021021985,1011.1892302792858,11083.470089991413,703.8519551735701,0,0,103.76703932498488,23936.823441284327,0,1213.5079660850154,873.9704017277992,0,1218.0267665097554,0,0,0.039999999999999994
AN,Anacapa,LC,Landing Cove,2019,Inside,0,263.80323085744436,2463.3277160591515,0,0,205.99845236290787,1506.1385141466283,4424.212499354787,9868.893097992097,1252.967094231016,5262.09624903731,78.44640274171853,0,0,36.10965463222462,9750.460274577152,261.73903176875905,484.6673393645874,113.57119230749196,0,1034.5880416051407,0,85.9486178929633,0.75
AN,Anacapa,LH,Lighthouse,2005,Outside,0,392.2120103935995,3765.1494554181245,31.46830341848848,779.4120384359703,205.99845236290787,2026.8330304920491,4569.9193189163525,3152.9663749171805,3550.0734336545456,3631.810064515543,0,0,1201.9014930100248,0,6630.689038481428,294.45641073985394,320.6411820351364,97.43812126238586,0,1481.776548941164,0,193.38439025916745,0.04166666666666667
