IslandCode,IslandName,SiteCode,SiteName,SurveyYear,ReserveStatus,island_kelpfish,Aplysia_californica,articulated_coralline_algae,Astrangia_lajollaensis,Balanophyllia_elegans,Bryozoa,Centrostephanus_coronatus,Chlorophyta,Corynactis_californicus,blackeye_goby,Cryptochiton_stelleri,Cypraea_spadicea,Cystoseira,Desmarestia,Diaperoecia_californica,Diopatra_ornata,Eisenia_arborea,encrusting_coralline_algae,Gelidium,Gigartina,Haliotis_assimilis,Haliotis_corrugata,Haliotis_fulgens,Haliotis_sorenseni,Laminaria_farlowii,blue_banded_goby,Miscellaneous_Invertebrates_excluding_Ophiothrix_spiculata,Ophiothrix_spiculata,Pachythyone_rubra,Panulirus_interruptus,Parastichopus_parvimensis,Phaeophyta,Phragmatopoma_californica,Pisaster_ochraceus,Plantae,Porifera,Pterygophora_californica,Rhodophyta,Sargassum_horneri,Serpulorbis_squamigerus,Styela_montereyensis,Stylaster_californicus,Tunicata,Urticina_lofotensis,Undaria_pinnatifida,bat_ray,brown_rockfish,c_o_turbot,copper_rockfish,coralline_sculpin,crevice_kelpfish,fringehead_spp.,giant_kelpfish,gopher_rockfish,jack_mackerel,kelp_surfperch,kelpfish_spp.,larval_fish_spp.,painted_greenling,rainbow_surfperch,Rockfish_YOY,sculpin_spp.,shiner_surfperch,soupfin_shark,speckled_sanddab,surfperch_spp.,swell_shark,top_smelt,tubesnout,zebra_perch,black_rockfish,bocaccio,kelp_greenling,prickleback_spp.,spotted_kelpfish,yellowtail,barred_sand_bass,California_moray_eel,grass_rockfish,horn_shark,onespot_fringehead,Pacific_barracuda,sargo,thornback_ray,yellowfin_fringehead,zebra_goby,baitfish_spp.,Pacific_mackerel,halfbanded_rockfish,white_seabass,plain_cardinalfish,giant_black_sea_bass,leopard_shark,Pacific_angel_shark,ronquil_spp.,California_halibut,stripedfin_ronquil,swallowtail_damselfish,clingfish_spp.,vermillion_rockfish,wolf_eel,broadnose_sevengill_shark,sanddab_spp.,Pacific_bonito,plainfin_midshipman,sarcastic_fringehead,walleye_surfperch,ocean_sunfish,Date,Crassedoma_giganteum,Haliotis_rufescens,Kelletia_kelletii,Lithopoma_gibberosa,Lophogorgia_chilensis,Lytechinus_anamesus,Macrocystis_pyrifera,Megastraea_undosa,Megathura_crenulata,Muricea_californica,Muricea_fruticosa,Patiria_miniata,Pisaster_giganteus,Pycnopodia_helianthoides,Strongylocentrotus_franciscanus,Strongylocentrotus_purpuratus,Tegula_regina,Tethya_aurantia,black_and_yellow_rockfish,black_surfperch,blacksmith,blue_rockfish,cabezon,California_scorpionfish,California_sheephead_female,California_sheephead_male,garibaldi,halfmoon,kelp_bass,kelp_rockfish,lingcod,ocean_whitefish,olive_rockfish,opaleye,pile_perch,rock_wrasse_female,rock_wrasse_male,rubberlip_surfperch,senorita,striped_surfperch,treefish
SB,Santa Barbara,AP,Arch Point,2016,Outside,0,288.94440000000003,25,0,0,27.5,2167.6832999999997,6.5,0.5,0,0,0,0,0,0.3333,0,125.0625,26.1667,0,0.1667,0,0,0,0,41.6208,0,8,0,0,8.404200000000001,0,37.5,0,0,0.1667,0,0,15.8333,7703.85,0.3333,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01,2.3971931232959234,0,0,0,0.015362499972478297,0.07944660118793452,91.55520000000001,57.485259926086364,0,0.289870201462121,0,0.002858124926705622,0,0,39.80527618845432,91.71145852432333,0.8655930909096028,0,0,493.8401593283256,2608.1340414950123,0,995.9127777646526,0,4952.3576439697345,4854.695476125086,13904.247213972874,2167.8675874267733,6315.54223661284,0,0,783.2692501436172,0,0,0,4025.323500441472,904.7982625988035,0,3214.7948790001506,0,0
SB,Santa Barbara,AP,Arch Point,2017,Outside,333.56669999999997,36.2181,29.6667,0.5,0,24.3333,917.0583,2.1667,0,0,0,83.44170000000001,0,0,0.3333,0.3333,41.6208,24,0,0,0,2.8013999999999997,0,0,0,0,2.3333,0,0,8.404200000000001,0,41.8333,4,0,0.5,0.1667,0,18,1590.795,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,1,0,0,3.5,1.3333333333333333,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-01-01,4.213227085714669,0,0,0,0,0.0712141641780417,53.83106666666667,105.14728756896424,0,0.027433822414454533,0,0.06207716543291191,0.00933961188777052,0,8.245147731059275,198.52884327638725,0.012952511261542026,0,0,1181.5566314724254,8092.026599251738,0,0,10.450784303184777,3279.8231235285184,731.82997486234,12925.9241214476,10539.855941377355,4846.944877919929,0,0,0,0,698.9339375262716,586.4725367764005,2936.3330269809712,524.6243667896931,0,2844.7697605093413,0,0
SB,Santa Barbara,AP,Arch Point,2018,Outside,416.80830000000003,33.4167,38.3333,0,0,23.8333,250.125,0.1667,0,0,0,83.44170000000001,0,0,0,0.5,166.6833,42,0,0,0,2.8013999999999997,0,0,41.6208,0,16.6667,0,0,13.806899999999999,0,26.8333,3.6667,0,0.5,0,0,20,220.11,0,0,0,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-01-01,3.8361666971538715,0,0,0,0.027382273091661986,0.36315141349686886,28.82293333333334,137.33045469006908,0,0.16635703759925938,0,0.08001503273047367,0.03151630140499838,0,65.53614343589456,619.322626796365,0.006289964774041731,0,0,88.81630076487313,46781.2918814856,0,0,104.25166992534488,4034.893594062729,2379.437126323745,10582.535348306603,295.3409112171814,5074.970518600072,0,0,0,0,1955.3779340935512,0,2027.54175976855,530.7311164546842,0,3239.636096021407,0,0
SB,Santa Barbara,AP,Arch Point,2019,Outside,3585.1917000000003,30.615299999999998,33.1667,0,0,6,333.56669999999997,0,0,0,0,0,0.1667,0,0,0,0,31,0,0,0,0,5.602799999999999,0,41.6208,0,5,0,0,30.615299999999998,166.6833,38.6667,0.3333,0,1.5,0,0,5.1667,1530.765,0,0,0,1.6667,0,0,0,0,0,0,0,0,0,1.5,0,0,0,1,3666.6666666666665,4.8,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-01-01,5.602314899356295,0,0,0,0.02761590966758075,0.00294906198798029,0.8477333333333334,204.15466954895373,0,0.06748563132518448,0,0.4134421406272192,0,0,151.20900857131076,620.4681796491267,0,0,0,155.38618587656634,3569.625797391205,5.289394963049409,0,20.901568606369555,6059.434002852321,1810.7011421287475,16154.47773181769,1724.2061572475077,4204.295809073038,0,0,769.187294378768,3.7892029240765517,4759.247118317103,0,725.3811166476336,2701.6391384823473,0,2279.4097201466493,0,0
SB,Santa Barbara,CAT,Cat Canyon,2005,Outside,250.125,25.0125,0.3333,1.3333,0,0,0,0.1667,0.3333,83.44170000000001,0,0,0,0,0.1667,0,0,61,0,0,0,0,0,0,0,0,5.8333,0,0,0,1083.9416999999999,0,0,0,0.3333,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-01,0.05944766658875049,0,0,0,0,8.904437692197354e-4,0,36.13935840859743,0.23909719709206068,0.01398600979705969,0,1.8768393415210831,4.440305784506109,0.02502400979222081,590.0939328153394,326.71434713419404,0,0.07654819670156528,0,0,4006.4444161839656,0,0,0,666.0360376150627,0,1972.4890498882917,0,35.018940981084974,0,0,0,0,0,0,0,0,0,564.1984863381257,0,0
SB,Santa Barbara,CAT,Cat Canyon,2006,Outside,83.44170000000001,97.24859999999998,1.8333,3.1667,1.5,0,83.44170000000001,0,0,166.6833,0,0,0,0,0,0,0,71.8333,0,0,0,0,0,0,0,0,13.1667,0,0,0,1667.4333000000001,0,0,0,12,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006-01-01,0.028950007501348452,0,0,0,0,0.0034122311815111737,0,11.239401134801184,0.5178821330702267,0.01398600979705969,0,2.4548596964415452,1.8199062898456293,0,325.4732455305642,204.22849537581624,14.281386223228766,0.018246491981289012,0,236.84346870632834,5141.78561314073,0,0,0,666.0360376150627,0,3944.9780997765833,32174.297084204558,245.13258686759485,76.98309071994962,0,783.2692501436172,0,1141.0128689678481,0,39.10266941576437,36.191930503952136,0,2322.2082626090973,0,564.2210426319155
SB,Santa Barbara,CAT,Cat Canyon,2007,Outside,83.44170000000001,302.95140000000004,0,0.8333,0.1667,0.8333,83.44170000000001,0.5,0.1667,416.80830000000003,0,83.44170000000001,0,0,0,0.3333,0,67.1667,0,0,0,0,0,0,0,0,6.6667,0,0,5.602799999999999,917.0583,0,0,0,4.6667,0.1667,0,1.8333,0,0.1667,0,0,0.6667,0,0,1,0,0,0,1.5,0,0,0,0,0,0,0,0,2,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-01-01,3.661464882578742,0,0,0,0,0.026226172529553,0,20.287935565294287,0.11839441275494998,0.05594403918823876,0,0.4374595987529627,1.9340586640207644,0,154.58379897066985,236.71930207850826,1.1094676176707328,0,0,0,672.3995008175546,3.3368924644028075,0,0,425.89926093301875,0,2723.5971011731103,221.50568341288601,28.34050474027793,0,0,0,0,1711.5193034517722,98.53715537923964,0,0,0,0,0,0
SB,Santa Barbara,CAT,Cat Canyon,2008,Outside,83.44170000000001,200.1,0.5,1.1667,1,1.6667,0,0,0.6667,333.56669999999997,0,166.6833,0,0,0,0,0,66.5,0,0,0,0,0,0,0,0,1.1667,0,0,5.602799999999999,1417.3083000000001,0,0,0,0.6667,0,0,3.5,0,0.1667,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008-01-01,3.0747020423580236,0,0,0,0,1.4850792871964696e-4,0,45.62207192783248,0,0,0,1.3501698288654167,2.184641778852322,0.45661013375087856,169.7765085623168,125.69275458625839,14.236963315071273,0.0036679076104168323,0,177.63260152974627,10659.98585081159,0,0,0,2159.7607627602747,953.7872506375395,7468.90079627417,7766.209641014893,105.05682294325493,259.81793117982994,0,0,0,13799.124384079912,0,14.663501030911638,0,0,1367.121698996068,0,0
SB,Santa Barbara,CAT,Cat Canyon,2009,Outside,416.80830000000003,291.74580000000003,0.8333,1.1667,0.1667,2,0,0,1.1667,500.25,0,0,0,0,0,0.1667,0,52.1667,0,0,0,0,0,0,0,0,9.3333,0,0,0,166.6833,0,0,0,0.5,0.1667,0,3,0,0.5,0,0,1.5,0,0,1,0,0,0,1,0,0,15,0,0,0,0,250,9,0,0.75,1.5,0,0,0,0,0,0,68.33333333333333,0,0,0,0,0,0,0,0,0,1.6666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-01-01,4.237325557413121,0,0,0,0,2.3624343826841003e-6,0,96.86013458948479,0.005427587242665023,0,0,2.4134591401363794,2.5809714872669307,0,124.35574160313878,197.94742676149787,6.498729596632196,0,0,0,3534.100021856647,0,0,0,2239.4262186640567,1938.9874061182486,4395.854337385467,0,131.32102867906866,324.3437585629676,0,0,0,2018.6902625535338,0,0,0,0,1466.5083730254782,0,0
SB,Santa Barbara,CAT,Cat Canyon,2010,Outside,0,761.5805999999999,0.6667,0.6667,0,3.6667,83.44170000000001,0,0.5,666.9333,0,0,0,1.8333,0,0,0,68.1667,0,0,0,0,0,0,0,0,5.8333,0,0,0,500.25,42.5,0,0,14,0,0,16.5,0,0.1667,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,1.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-01,0.9139291271277318,0,0.005331836252210982,0,0,0,55.9504,69.41986930865558,0,0,0.3753328845996272,2.3319530782491147,1.6891329386791387,0,141.7347291652383,128.15885296830984,14.003449612310343,0,0,585.1128449361256,1290.1952207432896,0,1263.7416846531287,0,3705.7680035674903,0,3912.995825021997,1664.1877802174772,567.1153586849697,992.0464326192405,0,599.8245395235308,7.104755482643535,0,61.58572211202477,84.03637300658187,170.09946246016503,0,7537.070833309911,0,359.88172463673806
SB,Santa Barbara,CAT,Cat Canyon,2011,Outside,83.44170000000001,716.9583,0.5,0.5,1.3333,1.3333,0,0,1,166.6833,0,83.44170000000001,0,0,0,0,0,41.1667,0,0,0,0,0,0,0,0,19.1667,0,0,0,416.80830000000003,0,8.5,0,0.1667,0.1667,0,2.5,0,0,0,0,0.6667,0,0,0,0,1,1,1.75,0,0,0,2,0,0,0,20,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-01-01,3.004796262900578,0,0,0,0,0.0062571641277852485,0,65.89645714793743,0.5664379758195828,0.01398600979705969,0,1.5705667397401324,5.2479927740954535,0,356.74494915550144,462.48182749613585,15.440599441151239,0.21419944527177134,607.5013348202191,29.605433588291042,6589.331361475491,137.54895010365388,1080.4481373673618,0,2086.045784391669,1546.415346929669,5598.322798168832,0,9.43124233230886,132.4598380238555,0,0,62.33287761550005,0,0,0,0,0,2816.3683351428085,0,0
SB,Santa Barbara,CAT,Cat Canyon,2012,Outside,0,1364.4819,0.1667,1,0.5,1.8333,0,0,3.8333,333.56669999999997,0,250.125,0,0,0,0,41.6208,35.3333,0,0,0,0,2.8013999999999997,0,0,0,10.8333,0,0,0,250.125,1.1667,14,10.005,0.6667,0.1667,0,2.1667,0,3.5,0,0,1.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.5,0,0.0625,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-01,6.353963749993903,0,0,0,0,0,0,21.501789712151837,0.6441460002257827,0.05594403918823876,0.0938332211499068,0.5754106898916008,4.242942338287604,0.05921842765269398,113.23257150728662,283.8240077597598,2.6451803532622415,0.12767137007879534,0,1652.054608094796,5487.9891809584615,0.9253097970142374,425.0429559674953,0,3655.196130183901,0,6281.00824141382,1849.0975335749747,750.3993351517554,0,0,0,0,0,0,0,0,0,460.69812527915525,0,0
SB,Santa Barbara,CAT,Cat Canyon,2013,Outside,83.44170000000001,241.72080000000003,0.6667,0,0.3333,1.6667,0,1,0,750.375,0,250.125,0,0,0,0,0,47.5,0,0,0,0,0,0,0,0,25.8333,0,0,5.602799999999999,166.6833,4.3333,14,30.015,12.1667,0.3333,0,18.8333,0,1.1667,0,0,2.5,0,0,1.75,0,0,0,2,0,0,2,0,0,12,0,0,20.4,0,46.935483870967744,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-01-01,2.8051657793000673,0,0,0.003569630528775992,0,0,13.563733333333335,22.997796013384033,6.030652491850026e-4,0,0,0.0018839288270118618,1.4720092713352575,0,42.596291368847346,350.7514591233915,4.306509727282285,0.06912030583934652,0,949.4705304553537,5506.309476317879,400.4270957283369,3546.7412005821297,0,9006.685504472734,763.0298005100317,6451.714217266801,1109.4585201449847,660.4962151981731,738.1743880077926,0,0,1055.3391841634625,0,98.53715537923964,16.35104872147126,0,0,4835.942112951239,0,112.8442085263831
SB,Santa Barbara,CAT,Cat Canyon,2014,Outside,0,313.9569,0.3333,0,0.1667,1.3333,83.44170000000001,0,0.1667,750.375,0,166.6833,1.3333,0,0,0,0,63.6667,0.1667,0,0,2.8013999999999997,0,0,0,0,5.5,0,0,16.6083,500.25,4.6667,0,0,13.5,0.1667,0,2,150.075,1.1667,0,0,0.8333,0,0,2.3333333333333335,0,1,0,0,0,3,2,1,0,1.6666666666666667,0,0,16.5,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-01-01,5.104565855504929,0,0.008998472820678824,0.6188830785822712,0,0.00258460802991291,7.6296,69.45183571305198,0.4206307849262654,0,0,0.16897597332614792,0,0,88.6066955088489,670.153765821226,12.762789991510664,0.12147984072658197,0,1937.124952406261,5204.050272277525,1756.0910268907053,2630.4772493776877,0,1940.5026720460226,635.858167091693,7455.221981241096,3068.5500174451563,2658.9377983618515,1528.0984514547852,0,0,384.36364835200504,0,8.237996093622087,39.10266941576437,113.57119230749196,0,5138.8633614873925,0,0
SB,Santa Barbara,CAT,Cat Canyon,2015,Outside,0,69.4347,4,0,0,0,2584.6917000000003,0,0,0,0,333.56669999999997,0.5,0,0,0,41.6208,57.1667,0,0,0,11.205599999999999,0,0,0,0,0.8333,0,0,19.4097,166.6833,4.8333,0.1667,0,3,0,0,1.3333,17143.5675,1.6667,0,0,0.3333,0,0,1.5,0,0,0,0,0,1.5,0,0,0,0,0,0,2.1666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-01-01,3.69417894914177,0,0.019447009027491666,0.998079530279185,0.009979888229730683,3.084236664499298e-4,0.8477333333333334,154.43484979910548,0.03366723931230311,0.05594403918823876,0,0,0,0,161.07308863558293,356.4465410117326,2.3681455187724634,0.015796613092577388,0,107.74673212972458,7532.395398832927,121.87455797823912,0,25.343880006805477,5048.435450956117,0,7964.908778291681,3004.6444820043375,2057.232932190987,324.3437585629676,0,54.99352890596346,103.76703932498488,0,0,1754.2960471431718,606.5474846524827,0,538.723108207134,0,283.91033516252674
SB,Santa Barbara,CAT,Cat Canyon,2016,Outside,166.6833,202.90140000000002,36.6667,0,0,17.6667,1917.5583000000001,0.3333,0,0,0,583.6917,1.1667,0,0,0.1667,291.74580000000003,51.1667,0,0,0,0,0,0,0,0,2.3333,0,0,5.602799999999999,750.375,35.6667,0,0,0,0,0,3.1667,23481.735,0.6667,0,0,4.1667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01,0.1767493200831861,0,0.0013329590630527454,0,0,0.0021641846463680858,0.8477333333333334,125.39776651515909,0,0.08849750165424308,0,0,0,0,93.96409878186854,10.853503087487056,1.0047184558605085,0,0,134.87454535076193,4375.257988761308,0,0,284.47450194963744,6100.61900317545,0,7730.9605899701755,1240.1869803486313,2670.5003037917004,0,0,0,0,0,0,2009.3984511200754,216.93119493874482,0,2336.837691099143,0,0
SB,Santa Barbara,CAT,Cat Canyon,2017,Outside,166.6833,0,24.1667,0.5,0,8.1667,166.6833,0,0,0,0,0,0,0,0,0,0,48.5,0.1667,0,0,2.8013999999999997,2.8013999999999997,0,0,0,1.1667,0,0,16.6083,166.6833,8.1667,19.1667,0,3.1667,0,0,2.8333,14562.2775,1.5,0,0,6.6667,0,0,1,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-01-01,1.9969719169838993,0,0.04587106729626375,0,0,0.0016918694619489603,155.55906666666667,294.84737557107746,0,0.0930617201499668,0,0.0011635643915214068,0.030490729055063802,0,134.91215659500716,11.58996528958023,0.6805522839024631,0.023672609809015404,0,699.344175190572,14767.025217752589,0,0,0,2333.098152561427,1519.3208874719037,6026.475801216692,138.59757863027227,3635.270775230503,50.266790754670645,0,0,387.9449141999465,228.73613351719044,43.759407302932864,2251.3502666766212,2005.573961292243,0,322.46317022210684,0,402.551945825506
SB,Santa Barbara,CAT,Cat Canyon,2018,Outside,666.9333,0,34.5,0.5,0,18.5,416.80830000000003,0,0,0,0,83.44170000000001,0.8333,0,0,0.1667,0,46.6667,0,0,0,5.602799999999999,19.4097,0,0,0,3,0,0,11.205599999999999,83.44170000000001,30.5,11.6667,0,0,0,0,4.5,8469.2325,2.5,0,0,6.3333,0,0,1,0,0,0,0,0,0,18.666666666666668,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-01-01,2.5937657279154585,0,0.18510240901220223,0,0,8.976889990739486e-5,107.23826666666666,436.8319860775047,0,0.23740022089038915,0,0.0018365837999264252,0,0,151.48438710637782,43.35122672370645,0.12760188480148135,0.024859773315254567,0,794.6898858689634,3288.2681456576215,0,0,204.18142142987796,19298.144337008933,6951.923822463749,5527.393915522065,113.76665389697416,8208.835835422933,364.00299800361097,0,0,0,0,71.87381646092726,3035.2924922162806,2116.158029032397,0,1942.6649069614955,0,0
SB,Santa Barbara,CAT,Cat Canyon,2019,Outside,333.56669999999997,0,63.3333,0,0,2.5,83.44170000000001,0.8333,0.3333,0,0,166.6833,0.8333,0,0,0,0,59.3333,0,0,0,0,8.404200000000001,0,0,0,5,0,0,30.615299999999998,166.6833,87.8333,0,0,0,0,0,10.1667,4302.15,5.1667,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-01-01,1.1365851771989972,0,0.5768924446288183,0,0,2.146765839073153e-5,10.596666666666668,93.55319557734768,0,0,0,0.04149015034806,0.035647514819350586,0,203.0334184293752,42.430115484149496,0,0,0,118.42173435316417,6234.546710371427,0,0,0,6505.496383608088,7912.989970941592,5081.055046676155,1109.4585201449847,3973.757647337707,0,0,0,0,199.4687644893448,0,2024.7971241996065,216.93119493874482,0,2926.0708985622477,0,0
SB,Santa Barbara,GC,Graveyard Canyon,2005,Inside,166.6833,116.6583,0,2.6667,0.1667,0,83.44170000000001,3.3333,0,3168.1832999999997,0,83.44170000000001,0,0,0,0.5,0,37,0,0,0,0,0,0,0,0,2.8333,17.6667,0,0,83.44170000000001,3.5,0,0,0,0.3333,0,6.8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.75,0,0.1875,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-01,0.9899402323457693,0,0.38449199129175127,0,4.801117522779332,0.052883668689661184,0,5.493559300206617,1.1684056181970182,8.983099647024728,0,7.883608706825039,0.8136689032427593,1.390425891664239,212.12452574727223,30.916606294427964,0,4.1713377700972245,0,0,114.62579392351945,0,0,0,499.527028211297,953.7872506375395,517.7783755956766,1479.2780268599795,131.32102867906866,0,0,3328.8943131103733,0,106.96995646573576,0,29.327002061823276,0,0,423.14886475359424,0,423.1657819739366
SB,Santa Barbara,GC,Graveyard Canyon,2006,Inside,0,113.8569,0.1667,0,0,0.5,83.44170000000001,0,4.6667,583.6917,0,0,0,0,0,0.3333,0,39,0,0,0,0,0,0,0,0,7.6667,21.3333,0,0,83.44170000000001,1.1667,0,0,0,0.1667,0,3.1667,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0.2631578947368421,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2006-01-01,0.7161713521985863,0,0.9988416695177269,0,7.078284082960656,0.03921688904038075,0,5.071959219148999,0.921413118484378,13.47916829901523,5.898566927489805,6.621908303752845,1.0103442068906028,0,114.65903386690529,36.928420492472036,0.027990983691783353,4.584631814597888,0,0,8.187556708822818,0,0,186.6097783611595,333.01801880753135,0,73.96833937081094,2218.9170402899695,26.264205735813732,0,0,1566.5385002872345,0,213.93991293147153,123.17144422404954,29.327002061823276,0,0,2029.8880323686913,0,0
SB,Santa Barbara,GC,Graveyard Canyon,2007,Inside,0,313.9569,0,0.6667,0,1.6667,83.44170000000001,0.1667,2.3333,666.9333,0,83.44170000000001,0,0,0,0.5,0,52,0,0,0,0,0,0,0,0,4,32.5,0,0,166.6833,0,0,0,0.1667,0,0,1.1667,0,0,0,0,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.5,0,0.23809523809523808,2.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-01-01,1.5932277898801734,0,0.33888998421809063,0.016063815958133297,8.733197893975182,0.43028753662112845,0,5.749736400752838,1.411923874651451,10.139954629667281,0.344778283032149,0.621496979976267,0.20151520358618025,0,93.29578646296551,34.06585240289797,0.025259860335170185,5.999021245351232,0,0,21.403905002302253,0,959.2545769602605,0,6.80430823762945,476.89362531876975,0,0,0,0,0,0,0,0,0,58.65400412364655,0,0,0,0,0
SB,Santa Barbara,GC,Graveyard Canyon,2008,Inside,0,75.0375,0,0.3333,0,0,83.44170000000001,0,6.1667,583.6917,0,0,0,0,0,0,0,38.5,0,0,0,0,0,0,0,0,10.5,38.5,0,0,917.0583,0.5,0,0,1.5,0,0,1.5,0,0,0,0,1.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008-01-01,1.8572556207411273,0,0,0,6.327352201691194,0.4494534547989902,0,3.4838651846866346,0.313787475146354,8.681703662051392,0.10990651380348224,3.354677428365234,0.6070591385084283,0,116.26536815675372,33.97984717793557,0,7.719887328010976,0,0,0,0,0,0,0,0,0,0,342.57479535848097,0,0,0,0,0,0,0,0,0,0,0,0
