SiteNumber,IslandCode,SiteCode,IslandName,SiteName,SurveyYear,ScientificName,CommonName,Mean_Biomass,Mean_Count,Targeted,Trophic_Full,ReserveStatus,Reference,MeanDepth,Date
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2009,Chromis punctipinnis,blacksmith,1721.5425487189054,70.4,Non-targeted,Zooplanktivore,Outside,TRUE,33.18,2009-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2010,Chromis punctipinnis,blacksmith,730.1172687966944,17.666666666666668,Non-targeted,Zooplanktivore,Outside,TRUE,33.18,2010-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2011,Chromis punctipinnis,blacksmith,513.0857082132148,3.5,Non-targeted,Zooplanktivore,Outside,TRUE,33.18,2011-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2012,Chromis punctipinnis,blacksmith,608.4290945073415,20.5,Non-targeted,Zooplanktivore,Outside,TRUE,33.18,2012-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2013,Chromis punctipinnis,blacksmith,707.553282753081,46.2,Non-targeted,Zooplanktivore,Outside,TRUE,33.18,2013-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2014,Chromis punctipinnis,blacksmith,1970.060124212974,59.5,Non-targeted,Zooplanktivore,Outside,TRUE,33.18,2014-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2015,Chromis punctipinnis,blacksmith,35546.735114942654,438.75,Non-targeted,Zooplanktivore,Outside,TRUE,33.18,2015-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2016,Chromis punctipinnis,blacksmith,25440.316805239923,427,Non-targeted,Zooplanktivore,Outside,TRUE,33.18,2016-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2017,Chromis punctipinnis,blacksmith,5041.031632853333,211.5,Non-targeted,Zooplanktivore,Outside,TRUE,33.18,2017-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2018,Chromis punctipinnis,blacksmith,21031.208856853245,193,Non-targeted,Zooplanktivore,Outside,TRUE,33.18,2018-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2019,Chromis punctipinnis,blacksmith,20805.77497236513,220.66666666666666,Non-targeted,Zooplanktivore,Outside,TRUE,33.18,2019-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2005,Embiotoca jacksoni,black surfperch,5009.327118333071,15.666666666666666,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2005-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2006,Embiotoca jacksoni,black surfperch,3836.931409787033,12,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2006-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2007,Embiotoca jacksoni,black surfperch,2883.865478981811,18.666666666666668,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2007-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2008,Embiotoca jacksoni,black surfperch,4525.816469064215,22,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2008-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2009,Embiotoca jacksoni,black surfperch,4265.614771345946,17.4,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2009-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2010,Embiotoca jacksoni,black surfperch,12736.601785857121,44,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2010-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2011,Embiotoca jacksoni,black surfperch,9624.3775945538855,11.666666666666666,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2011-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2012,Embiotoca jacksoni,black surfperch,6819.361684043457,12.75,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2012-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2013,Embiotoca jacksoni,black surfperch,5110.324099194658,11.4,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2013-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2014,Embiotoca jacksoni,black surfperch,6747.389897458746,10.5,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2014-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2015,Embiotoca jacksoni,black surfperch,4017.3556097921482,9.5,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2015-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2016,Embiotoca jacksoni,black surfperch,4179.077903677227,5.25,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2016-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2017,Embiotoca jacksoni,black surfperch,2298.064767876126,8,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2017-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2018,Embiotoca jacksoni,black surfperch,1885.794346406395,3.75,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2018-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2019,Embiotoca jacksoni,black surfperch,430.9665730749439,2.6666666666666665,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2019-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2005,Embiotoca lateralis,striped surfperch,3269.887437023425,20.333333333333332,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2005-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2006,Embiotoca lateralis,striped surfperch,1393.7225141411318,8.666666666666666,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2006-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2007,Embiotoca lateralis,striped surfperch,1297.544993474547,8.666666666666666,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2007-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2008,Embiotoca lateralis,striped surfperch,665.3730032364776,8,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2008-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2009,Embiotoca lateralis,striped surfperch,3384.902716207566,26.4,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2009-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2010,Embiotoca lateralis,striped surfperch,4017.6741254185963,39,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2010-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2011,Embiotoca lateralis,striped surfperch,2077.5510038967327,15.666666666666666,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2011-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2012,Embiotoca lateralis,striped surfperch,4747.646097260122,14.5,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2012-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2013,Embiotoca lateralis,striped surfperch,2934.063112033278,15.8,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2013-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2014,Embiotoca lateralis,striped surfperch,5616.149425313395,20.75,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2014-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2015,Embiotoca lateralis,striped surfperch,2482.0782876901567,6.25,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2015-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2016,Embiotoca lateralis,striped surfperch,0,0,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2016-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2017,Embiotoca lateralis,striped surfperch,40.20353406176342,0.25,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2017-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2018,Embiotoca lateralis,striped surfperch,0,0,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2018-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2019,Embiotoca lateralis,striped surfperch,0,0,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2019-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2005,Girella nigricans,opaleye,0,0,Non-targeted,Herbivore,Outside,TRUE,33.18,2005-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2006,Girella nigricans,opaleye,1372.8565434803124,2,Non-targeted,Herbivore,Outside,TRUE,33.18,2006-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2007,Girella nigricans,opaleye,686.4282717401562,1,Non-targeted,Herbivore,Outside,TRUE,33.18,2007-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2008,Girella nigricans,opaleye,1716.0706793503905,2.5,Non-targeted,Herbivore,Outside,TRUE,33.18,2008-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2009,Girella nigricans,opaleye,0,0,Non-targeted,Herbivore,Outside,TRUE,33.18,2009-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2010,Girella nigricans,opaleye,0,0,Non-targeted,Herbivore,Outside,TRUE,33.18,2010-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2011,Girella nigricans,opaleye,0,0,Non-targeted,Herbivore,Outside,TRUE,33.18,2011-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2012,Girella nigricans,opaleye,0,0,Non-targeted,Herbivore,Outside,TRUE,33.18,2012-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2013,Girella nigricans,opaleye,0,0,Non-targeted,Herbivore,Outside,TRUE,33.18,2013-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2014,Girella nigricans,opaleye,0,0,Non-targeted,Herbivore,Outside,TRUE,33.18,2014-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2015,Girella nigricans,opaleye,0,0,Non-targeted,Herbivore,Outside,TRUE,33.18,2015-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2016,Girella nigricans,opaleye,0,0,Non-targeted,Herbivore,Outside,TRUE,33.18,2016-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2017,Girella nigricans,opaleye,1073.8571628174636,1,Non-targeted,Herbivore,Outside,TRUE,33.18,2017-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2018,Girella nigricans,opaleye,0,0,Non-targeted,Herbivore,Outside,TRUE,33.18,2018-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2019,Girella nigricans,opaleye,0,0,Non-targeted,Herbivore,Outside,TRUE,33.18,2019-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2005,Halichoeres semicinctus,"rock wrasse, female",0,0,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2005-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2006,Halichoeres semicinctus,"rock wrasse, female",0,0,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2006-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2007,Halichoeres semicinctus,"rock wrasse, female",0,0,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2007-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2008,Halichoeres semicinctus,"rock wrasse, female",24.980245333877303,0.5,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2008-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2009,Halichoeres semicinctus,"rock wrasse, female",113.57119230749196,0,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2009-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2010,Halichoeres semicinctus,"rock wrasse, female",8.326748444625768,0.16666666666666666,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2010-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2011,Halichoeres semicinctus,"rock wrasse, female",130.69906345670668,0.25,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2011-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2012,Halichoeres semicinctus,"rock wrasse, female",0,0,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2012-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2013,Halichoeres semicinctus,"rock wrasse, female",4.996049066775461,0.1,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2013-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2014,Halichoeres semicinctus,"rock wrasse, female",542.8536685762813,0,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2014-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2015,Halichoeres semicinctus,"rock wrasse, female",503.7260803676981,17.625,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2015-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2016,Halichoeres semicinctus,"rock wrasse, female",1366.2072918627985,5,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2016-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2017,Halichoeres semicinctus,"rock wrasse, female",280.00725375704906,1.625,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2017-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2018,Halichoeres semicinctus,"rock wrasse, female",461.1904329334939,1.625,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2018-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2019,Halichoeres semicinctus,"rock wrasse, female",0,0,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2019-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2005,Halichoeres semicinctus,"rock wrasse, male",0,0,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2005-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2006,Halichoeres semicinctus,"rock wrasse, male",0,0,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2006-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2007,Halichoeres semicinctus,"rock wrasse, male",0,0,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2007-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2008,Halichoeres semicinctus,"rock wrasse, male",96.60328556549109,0.5,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2008-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2009,Halichoeres semicinctus,"rock wrasse, male",60.238428005509036,0.2,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2009-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2010,Halichoeres semicinctus,"rock wrasse, male",193.20657113098218,1,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2010-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2011,Halichoeres semicinctus,"rock wrasse, male",271.8880920718127,0.3333333333333333,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2011-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2012,Halichoeres semicinctus,"rock wrasse, male",216.93119493874482,0.5,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2012-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2013,Halichoeres semicinctus,"rock wrasse, male",38.64131422619644,0.2,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2013-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2014,Halichoeres semicinctus,"rock wrasse, male",342.0566203203008,0,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2014-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2015,Halichoeres semicinctus,"rock wrasse, male",260.65462082435437,8,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2015-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2016,Halichoeres semicinctus,"rock wrasse, male",760.3992094203072,2.75,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2016-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2017,Halichoeres semicinctus,"rock wrasse, male",495.17582675706166,2.75,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2017-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2018,Halichoeres semicinctus,"rock wrasse, male",2701.656722986098,6.75,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2018-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2019,Halichoeres semicinctus,"rock wrasse, male",170.09946246016503,1.3333333333333333,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2019-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2005,Hypsypops rubicundus,garibaldi,755.5190600840525,0.6666666666666666,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2005-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2006,Hypsypops rubicundus,garibaldi,3022.07624033621,2.6666666666666665,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2006-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2007,Hypsypops rubicundus,garibaldi,1137.0835501285105,1.8333333333333333,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2007-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2008,Hypsypops rubicundus,garibaldi,1044.391731524215,2.125,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2008-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2009,Hypsypops rubicundus,garibaldi,1089.6269828239028,1.1,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2009-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2010,Hypsypops rubicundus,garibaldi,2544.692180985833,2.1666666666666665,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2010-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2011,Hypsypops rubicundus,garibaldi,2035.7537447886664,2,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2011-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2012,Hypsypops rubicundus,garibaldi,3190.0320414069047,2.125,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2012-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2013,Hypsypops rubicundus,garibaldi,2855.0037460971907,2.1,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2013-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2014,Hypsypops rubicundus,garibaldi,2284.0029968777526,1.875,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2014-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2015,Hypsypops rubicundus,garibaldi,3432.8544273543953,3,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2015-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2016,Hypsypops rubicundus,garibaldi,2971.878754675778,3.125,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2016-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2017,Hypsypops rubicundus,garibaldi,3863.213345466781,5,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2017-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2018,Hypsypops rubicundus,garibaldi,3419.3280624888484,2.25,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2018-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2019,Hypsypops rubicundus,garibaldi,7031.589945072483,3.3333333333333335,Non-targeted,Benthic micro-invertivore,Outside,TRUE,33.18,2019-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2005,Medialuna californiensis,halfmoon,0,0,Non-targeted,Herbivore,Outside,TRUE,33.18,2005-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2006,Medialuna californiensis,halfmoon,288.9301535533966,2.3333333333333335,Non-targeted,Herbivore,Outside,TRUE,33.18,2006-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2007,Medialuna californiensis,halfmoon,0,0,Non-targeted,Herbivore,Outside,TRUE,33.18,2007-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2008,Medialuna californiensis,halfmoon,512.9615443824769,1,Non-targeted,Herbivore,Outside,TRUE,33.18,2008-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2009,Medialuna californiensis,halfmoon,0,0,Non-targeted,Herbivore,Outside,TRUE,33.18,2009-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2010,Medialuna californiensis,halfmoon,0,0,Non-targeted,Herbivore,Outside,TRUE,33.18,2010-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2011,Medialuna californiensis,halfmoon,371.48162599722417,3,Non-targeted,Herbivore,Outside,TRUE,33.18,2011-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2012,Medialuna californiensis,halfmoon,138.59757863027227,1,Non-targeted,Herbivore,Outside,TRUE,33.18,2012-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2013,Medialuna californiensis,halfmoon,0,0,Non-targeted,Herbivore,Outside,TRUE,33.18,2013-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2014,Medialuna californiensis,halfmoon,323.1858634772181,1,Non-targeted,Herbivore,Outside,TRUE,33.18,2014-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2015,Medialuna californiensis,halfmoon,982.794634300925,15,Non-targeted,Herbivore,Outside,TRUE,33.18,2015-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2016,Medialuna californiensis,halfmoon,277.1866756526726,1,Non-targeted,Herbivore,Outside,TRUE,33.18,2016-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2017,Medialuna californiensis,halfmoon,1830.6990369930234,1.5,Non-targeted,Herbivore,Outside,TRUE,33.18,2017-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2018,Medialuna californiensis,halfmoon,0,0,Non-targeted,Herbivore,Outside,TRUE,33.18,2018-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2019,Medialuna californiensis,halfmoon,247.6544173314828,2,Non-targeted,Herbivore,Outside,TRUE,33.18,2019-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2005,Ophiodon elongatus,lingcod,9667.674761417149,2,Targeted,Piscivore,Outside,TRUE,33.18,2005-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2006,Ophiodon elongatus,lingcod,0,0,Targeted,Piscivore,Outside,TRUE,33.18,2006-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2007,Ophiodon elongatus,lingcod,0,0,Targeted,Piscivore,Outside,TRUE,33.18,2007-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2008,Ophiodon elongatus,lingcod,0,0,Targeted,Piscivore,Outside,TRUE,33.18,2008-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2009,Ophiodon elongatus,lingcod,0,0,Targeted,Piscivore,Outside,TRUE,33.18,2009-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2010,Ophiodon elongatus,lingcod,1362.631116812659,1,Targeted,Piscivore,Outside,TRUE,33.18,2010-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2011,Ophiodon elongatus,lingcod,0,0,Targeted,Piscivore,Outside,TRUE,33.18,2011-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2012,Ophiodon elongatus,lingcod,0,0,Targeted,Piscivore,Outside,TRUE,33.18,2012-01-01
3,SR,JLNO,Santa Rosa,Johnson's Lee North,2013,Ophiodon elongatus,lingcod,0,0,Targeted,Piscivore,Outside,TRUE,33.18,2013-01-01
